Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.9,4.7,1300.0,-1,742714X0UDDT
0.4,0.7,175.0,-1,544428GF7JLI
0.1,7.7,2025.0,-1,727412RRN0LO
1.6,8.0,150.0,-1,7181774R6R77
0.2,0.6,2025.0,-1,1548184UQFUL
8.1,0.6,250.0,-1,2181184K5VG1
7.9,0.1,2050.0,-1,227278BWSR59
1.7,4.3,1075.0,-1,581444NNQA1A
4.4,0.4,1000.0,-1,248474BD2CXE
4.0,8.1,1275.0,-1,242124YITA8D
4.3,2.4,50.0,-1,842847MVQJEC
0.3,0.1,1100.0,-1,5227771IIVDC
1.0,4.3,150.0,-1,425844ALOQS2
8.1,0.4,1150.0,-1,472415OZIDZS
7.4,8.1,1325.0,-1,554477VIX2MD
0.1,4.6,1800.0,-1,477821XCGC8V
0.1,6.8,800.0,-1,744478WGSUDH
4.3,3.2,1275.0,-1,425445EHKC7L
7.1,3.2,50.0,-1,174427NTJ3I4
1.0,8.1,1375.0,-1,712247YXL7XZ
0.2,2.5,700.0,-1,154224J97D4M
3.0,0.4,350.0,-1,282224J5KF5V
0.1,2.6,1400.0,-1,285287QTWF4T
3.6,5.6,1325.0,-1,8427278NKQLM
5.5,0.4,350.0,-1,54457240T3DY
2.3,1.5,1200.0,-1,1482727LJ17P
6.3,1.9,1225.0,-1,1722523HWCNC
1.0,5.9,1400.0,-1,424442DCMLID
2.9,6.3,50.0,-1,741444EIJBXJ
0.2,4.8,625.0,-1,748421GSKK81
6.4,0.4,825.0,-1,154457GWJ5EQ
1.3,0.4,650.0,-1,527882HE499I
