Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.9,0.1,1950.0,-1,887888VOZUPV
8.1,8.1,150.0,-1,4844862X57J2
4.1,8.1,2050.0,-1,748474OV4OK0
6.9,0.5,250.0,-1,7888480IXTGN
0.1,4.5,850.0,-1,004470CN2YTX
8.1,2.9,2050.0,-1,671484PGVQUZ
5.3,2.9,1250.0,-1,4018888NH48U
8.1,7.7,1850.0,-1,770776DQ6FG4
3.3,3.7,2050.0,-1,777777C6IASU
7.7,4.5,50.0,-1,660467L51ID6
4.1,0.1,750.0,-1,884108TITC5Y
6.5,0.1,1850.0,-1,788747RUKXRL
4.9,8.1,1250.0,-1,878844Y51H9M
8.1,2.9,1350.0,-1,0404802K5CLZ
2.9,1.7,1250.0,-1,411804ZV4JE5
0.5,2.9,1350.0,-1,6687868W0YP6
1.3,2.1,2050.0,-1,4800040MR4I0
7.3,5.3,2050.0,-1,804816XYCLUU
5.3,2.1,2050.0,-1,084087KDA6HW
8.1,7.7,750.0,-1,847417WY07R2
5.7,0.5,1050.0,-1,481047DU63IJ
6.1,7.7,1950.0,-1,488780HIHTPJ
8.1,6.1,350.0,-1,7788814I2GCT
8.1,0.9,2050.0,-1,468784XR5GDV
2.9,2.1,1850.0,-1,808784AGBINB
5.7,0.1,550.0,-1,487086C18FK5
6.9,6.5,50.0,-1,446877BW8JWH
4.5,0.5,2050.0,-1,487888EL6STY
6.5,8.1,50.0,-1,6477762C3GB9
5.7,1.3,150.0,-1,871706NFHVAG
4.5,1.3,1150.0,-1,784847T4OAY0
6.9,3.3,50.0,-1,77788628HZH6
