Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.9,0.1,1925.0,-1,4881846ZNQLE
7.9,7.9,50.0,-1,877887CQ57IR
0.4,3.4,275.0,-1,7174889HITKV
6.4,7.9,2000.0,-1,7886149MX99D
7.6,0.7,275.0,-1,084848XGHO58
0.1,5.5,1925.0,-1,67077877B4IT
7.0,4.0,1250.0,-1,20444870D5YI
2.5,2.8,1175.0,-1,064422OQNU76
0.1,7.3,575.0,-1,78717211R0DS
3.7,6.7,1325.0,-1,882784BKZ9US
3.7,1.0,125.0,-1,771878I5FHKG
5.2,3.7,2000.0,-1,284484LGEW91
7.9,7.3,1250.0,-1,776484V55DL2
7.9,3.7,50.0,-1,2072886I7S78
7.9,0.1,1700.0,-1,8720447ZJKNN
1.0,1.0,50.0,-1,740287YQOPNS
1.6,5.2,1250.0,-1,684244N43XZG
6.7,0.4,875.0,-1,7784741FAN9H
0.1,2.2,800.0,-1,778728Y2HC0O
4.6,1.6,1175.0,-1,448884HCSCOW
0.4,7.0,1475.0,-1,4117173E6TBT
5.8,7.9,1400.0,-1,787446W5WMNQ
4.3,4.0,1325.0,-1,242888XUHWAN
1.0,1.0,1100.0,-1,406484C7KWWI
1.3,4.9,125.0,-1,778402JZSJF7
5.2,0.4,350.0,-1,744888YHSP0Q
0.4,4.0,875.0,-1,174040HBL6D4
7.9,6.1,50.0,-1,287211XKAXEF
7.9,5.5,1325.0,-1,672180D5G608
7.9,2.5,1325.0,-1,447770TWTT8E
2.2,7.6,1400.0,-1,628060W34SOT
6.7,0.4,2000.0,-1,0871677TNCWC
