Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.5,0.6,225.0,-1,012616EP3AFB
0.2,8.1,2050.0,-1,8036767FTR3F
8.1,6.2,1200.0,-1,16171126WC6D
0.2,0.2,2050.0,-1,80320149ZIGT
1.0,8.1,150.0,-1,167710637DP1
8.1,0.1,900.0,-1,171130VP2MY2
2.9,4.2,1300.0,-1,031828ZZ9IUF
6.7,3.1,50.0,-1,811611VOACCI
0.1,4.1,475.0,-1,1720123SV03T
4.4,8.1,1500.0,-1,131021DRH7LI
0.1,0.7,1050.0,-1,811173UBOXLB
4.3,0.7,1075.0,-1,681017WYTFO0
0.1,4.5,1875.0,-1,713631072NI3
6.8,3.0,1275.0,-1,266316KESNP0
5.7,0.3,375.0,-1,123713Y45E5H
1.4,7.0,1375.0,-1,012887Q1MGF0
2.5,5.2,50.0,-1,162308HBRHZB
3.9,8.1,50.0,-1,031181P8227P
5.4,5.5,1325.0,-1,763010LB7G91
0.4,3.2,1275.0,-1,116028CLHYTW
0.1,1.7,150.0,-1,718601NIMBEQ
8.1,1.1,250.0,-1,813001HAPYZ7
4.3,2.3,50.0,-1,628837ZQ5AMH
6.9,8.1,1475.0,-1,318181HAO1QM
0.1,6.5,550.0,-1,881706CJ8VBC
2.2,1.8,1100.0,-1,800178KX2A2B
2.0,2.9,50.0,-1,076322N0WFWI
0.1,2.2,1775.0,-1,61672134QDKE
4.6,2.8,1250.0,-1,171333U4DLJ4
1.8,0.2,725.0,-1,0037139NQQKP
6.4,0.9,1175.0,-1,161613IN4UM5
3.4,6.3,1300.0,-1,736261J3C9V9
