Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,1.6,50.0,-1,471126W7TT3L
7.9,0.1,2000.0,-1,414816P7NEB8
5.2,7.9,1325.0,-1,487882WFWZP5
7.9,0.7,200.0,-1,187276DGLTCW
0.1,4.3,1775.0,-1,88817445B9LE
1.0,7.6,200.0,-1,817744VUJEN0
3.7,1.3,1175.0,-1,144811LVMXQL
0.7,7.9,1400.0,-1,884827SEIVZM
0.7,4.3,800.0,-1,1747885VTEOQ
0.1,0.1,875.0,-1,848117LANU5F
7.3,2.2,1250.0,-1,617272V4JK7R
4.3,0.4,350.0,-1,776621ZE94CY
4.6,4.6,1400.0,-1,168718I35GN5
6.4,3.4,50.0,-1,471287MMCB5T
0.1,2.2,1325.0,-1,87876475SE9R
6.7,0.4,800.0,-1,1411179GRB58
2.2,5.8,1325.0,-1,414688PXHYXX
1.0,4.9,200.0,-1,412814Z1G0ZS
0.1,6.7,800.0,-1,7724182CPL1H
2.8,6.1,50.0,-1,7778611XGH20
6.4,5.8,1325.0,-1,812441JJFWYR
4.0,2.2,50.0,-1,786616W8UL92
0.1,2.2,725.0,-1,811118J902QG
2.5,3.1,1175.0,-1,611441A6DHK6
2.2,0.4,950.0,-1,27781417LJQ7
0.7,0.4,425.0,-1,247271M8VCE2
5.8,1.6,125.0,-1,441818TAWCSK
3.4,7.3,1325.0,-1,171728H8TVCX
0.7,4.0,1325.0,-1,414116EPSMJK
1.9,3.4,50.0,-1,871127ZSSYRC
5.5,3.1,1250.0,-1,488278WX1GJM
2.8,7.9,125.0,-1,486411GLQHFI
