Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.6,0.7,225.0,-1,488061A40NAE
0.1,7.6,1975.0,-1,622476MCRUG4
8.0,7.7,1250.0,-1,764140JOBRV7
0.1,0.5,1275.0,-1,2404804DOK4Z
1.5,6.4,150.0,-1,476286D8WIAY
5.2,2.9,2050.0,-1,4024062E4YLH
1.3,0.8,50.0,-1,612444YTFRIV
2.4,4.7,1225.0,-1,448848NL47RM
8.1,1.3,1275.0,-1,644264K9L18J
4.1,0.6,1075.0,-1,4462009PSQKK
4.2,8.1,1275.0,-1,861474W7IM7C
6.2,4.6,1300.0,-1,0840460HK5HU
0.2,3.2,650.0,-1,4004621AIMG4
0.1,4.4,1775.0,-1,428078U1M8XU
8.1,3.4,50.0,-1,688108RZBBQY
0.1,6.7,825.0,-1,681477HBSRP2
4.1,2.2,50.0,-1,744144S58488
1.7,3.6,75.0,-1,676406099GQX
1.8,0.4,700.0,-1,424182CQO7MW
3.7,7.8,50.0,-1,6464140YKTM4
1.5,7.1,1375.0,-1,124106AK7PF7
2.2,2.2,1200.0,-1,0868773VP9A6
6.4,0.4,900.0,-1,707042E2DXRE
4.5,2.9,1250.0,-1,646447DCGA2A
0.1,8.1,375.0,-1,448004JKLEX3
3.7,0.4,375.0,-1,761804102PD5
4.3,5.8,1325.0,-1,4021615NJBVV
0.2,2.7,1375.0,-1,147816THO7FY
6.2,6.7,1375.0,-1,074106EEL25Q
6.0,3.2,50.0,-1,614417ECK4A7
0.2,5.0,375.0,-1,421804GARLAA
6.5,2.6,1250.0,-1,448104B6UEK5
