Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.1,4.1,1075.0,-1,615655690AIH
8.1,0.1,2000.0,-1,415754IKZ84U
8.1,3.0,75.0,-1,544514LR8PGQ
7.1,8.1,1350.0,-1,477752H1G0BZ
3.6,8.1,75.0,-1,6455562ENTGG
3.1,0.8,125.0,-1,7655559331YH
0.3,0.6,2050.0,-1,272257RGNM6H
5.8,3.5,1275.0,-1,155714RJI62W
0.1,8.1,1625.0,-1,5154443S6MO3
0.2,0.1,875.0,-1,545422SU9QWN
0.1,7.3,500.0,-1,1524555GFB87
7.8,0.4,975.0,-1,541641AXBH7M
2.1,4.5,50.0,-1,514254UUPP11
3.5,6.9,1325.0,-1,571741AOHLAE
3.9,0.5,1025.0,-1,555455SV2AG1
0.1,4.8,1850.0,-1,754555E0ALOO
6.3,0.5,275.0,-1,444257WPFJCG
0.3,2.1,275.0,-1,645247TZDJB2
5.3,3.1,50.0,-1,557415EHO9AD
7.8,5.5,1300.0,-1,456576WWEDFC
0.1,4.6,475.0,-1,445255KLWA3B
3.3,2.9,1225.0,-1,654525DQELOU
0.1,1.9,1325.0,-1,752215RRDEPF
8.1,2.6,1275.0,-1,551555UTV44I
1.2,6.2,1375.0,-1,556124A7O4RW
1.9,6.7,125.0,-1,557557PNS2SI
5.9,1.2,1175.0,-1,555775KOZT0Z
5.3,5.6,1350.0,-1,454551CKXHBK
1.4,0.3,425.0,-1,515464SQI32Z
0.2,2.4,800.0,-1,757461H9U6QP
1.9,1.0,1150.0,-1,5217156TP1H5
0.3,5.9,900.0,-1,4646159HHORS
