Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.6,6.0,50.0,-1,4111717YIDRT
8.0,0.1,2050.0,-1,434471CKTR6V
0.1,2.4,2050.0,-1,147441HRP3C5
8.0,8.1,1275.0,-1,144444RLI0P6
8.1,0.9,175.0,-1,744424HEEGYJ
0.7,8.1,1450.0,-1,7434445UWFLH
1.7,0.4,650.0,-1,444711KQ5LPF
4.4,4.1,1350.0,-1,774777OHNRJB
0.1,4.4,875.0,-1,33142792IKUU
6.5,0.7,1100.0,-1,42747427I62N
4.4,2.4,50.0,-1,4471418H611T
8.1,4.3,1250.0,-1,244414I9M7TW
4.3,7.8,1325.0,-1,44417709135B
0.1,8.1,350.0,-1,434744CM9ZCX
1.1,3.0,125.0,-1,413417Z0KX11
0.1,1.6,1275.0,-1,7447724Q9ZJF
0.1,5.4,1825.0,-1,7444245IN4HE
3.6,1.3,1175.0,-1,344441MVCQC9
4.6,0.3,550.0,-1,412474G3D7TE
2.1,5.7,1325.0,-1,477421UD2WNC
6.3,6.1,1350.0,-1,434477X9ELG3
0.3,5.5,300.0,-1,444327ENZ168
6.9,3.1,50.0,-1,77441458OVXZ
2.4,0.8,50.0,-1,4427439451BR
2.1,3.3,1125.0,-1,412444WNC819
3.9,8.1,50.0,-1,324474Z8SH3R
0.1,6.8,875.0,-1,447111O58G2O
0.1,2.2,650.0,-1,217744L5IKL0
6.3,2.9,1275.0,-1,444744GN7QJU
0.4,3.6,1500.0,-1,44231790E28A
0.2,0.2,2050.0,-1,424114BTFK2V
8.1,0.4,700.0,-1,127477BRU8W7
