Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.1,0.2,425.0,-1,44024404AVW7
0.1,8.0,2025.0,-1,11241035WS32
3.6,8.1,50.0,-1,785882L18ZU7
0.1,1.0,1200.0,-1,7088470LFZDJ
8.1,6.2,1350.0,-1,883118FM6TLU
2.5,2.7,50.0,-1,178871PBUF82
3.1,5.1,1275.0,-1,538287UQSPPW
0.1,6.0,475.0,-1,431215JKPRQM
0.1,3.6,2050.0,-1,852518O7MSGZ
6.3,2.3,1325.0,-1,855103JKWOO3
3.4,0.1,750.0,-1,818873F70S2A
7.9,3.4,50.0,-1,1805384ZPE68
5.1,8.1,1250.0,-1,481348DECTF8
1.3,8.1,1200.0,-1,120170ZCI1RU
0.1,0.4,325.0,-1,118851DEV8WF
0.1,4.2,1150.0,-1,8204384S4CWN
2.9,2.0,1325.0,-1,231257OWJ725
5.3,1.9,50.0,-1,0818848GB5OK
0.1,3.2,400.0,-1,3454084KTVS1
2.3,5.6,50.0,-1,4150147GZ6PZ
0.9,5.8,1675.0,-1,180153MFJZ0Z
8.1,0.6,1050.0,-1,2788286DEQBN
5.7,4.9,1400.0,-1,508552300NBW
1.0,8.1,175.0,-1,134771E9NATN
5.7,0.4,950.0,-1,284511VPO01Y
2.5,0.4,200.0,-1,410388IJHIZK
8.1,3.8,1250.0,-1,884158E0A2DW
1.4,1.1,750.0,-1,180212MJ7AVU
0.3,2.7,1550.0,-1,880418L4DOGL
3.2,7.2,1400.0,-1,021833MDMET3
7.3,8.1,1225.0,-1,431277EFA27C
5.0,0.3,400.0,-1,8888475OYEQ9
