Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.6,7.1,1450.0,-1,118858894P6I
8.1,0.3,400.0,-1,7554813WJLF7
0.1,0.7,275.0,-1,455755GE7D8K
0.2,0.2,2050.0,-1,1524441L6O6L
8.1,6.0,1250.0,-1,488544KWHL64
4.3,8.1,50.0,-1,4254214ZTA0Q
4.1,2.2,1225.0,-1,255545RPQ4TN
0.7,5.4,375.0,-1,485484Y8RU5J
4.2,1.9,50.0,-1,5552747VOIRK
0.1,3.3,1350.0,-1,885881PKUMAJ
8.1,2.0,1300.0,-1,4154441Q67TO
5.1,8.1,1325.0,-1,548584CXWRP3
0.6,0.1,1100.0,-1,547775OBQVPW
8.1,3.2,50.0,-1,55255875F0B7
3.2,0.1,650.0,-1,888825I157C7
4.0,5.2,1350.0,-1,445258HTOI96
6.1,0.4,950.0,-1,5722288ZZZJT
1.5,8.1,225.0,-1,555755V1IGOH
1.5,3.0,50.0,-1,45888292DE1G
0.2,2.9,675.0,-1,7552872IZJGP
6.4,4.0,1325.0,-1,241545UTXT9M
0.1,5.4,1675.0,-1,582455LOQZ9C
2.6,6.1,50.0,-1,4458871JQ40W
5.7,0.5,350.0,-1,485254FK0H69
2.3,3.7,1250.0,-1,848445LQPSRU
2.3,0.7,150.0,-1,414855KCNEC2
7.4,8.1,1350.0,-1,545788ALEB81
0.1,1.3,1575.0,-1,455158G5AHED
6.0,6.1,1350.0,-1,472778UO9O4P
2.1,1.6,1125.0,-1,85587798PGOX
6.3,2.1,50.0,-1,5287584T2HMS
8.1,0.2,925.0,-1,5455145ZZA0R
