Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.7,0.4,800.0,-1,2877083VOKVX
7.9,7.9,1250.0,-1,801724ML1Z25
0.1,7.9,425.0,-1,860028P1YOLQ
0.1,4.3,1700.0,-1,1880080O0UJO
7.9,2.8,50.0,-1,7081412W744I
7.9,2.5,1400.0,-1,288808N0QE0Y
1.3,3.4,50.0,-1,788866H19NKH
3.1,7.6,1325.0,-1,8761874QB470
4.3,7.9,50.0,-1,866171LGLVPK
4.0,3.7,1325.0,-1,7780143J4H9P
0.1,1.0,1100.0,-1,087114JUYUA1
7.6,0.1,725.0,-1,047420JG7K5N
0.7,0.1,275.0,-1,172118YLOQ9Q
4.6,2.2,50.0,-1,11787747EVQO
0.1,7.6,1550.0,-1,847441LGM1RE
0.1,4.9,650.0,-1,8121803U2TBI
6.7,5.2,1325.0,-1,477061HUAICW
1.9,6.1,125.0,-1,1200080OV40C
5.5,1.6,1175.0,-1,270206MRKDG1
1.6,3.1,1250.0,-1,678706F356CC
1.9,5.5,1400.0,-1,724878EKE8K4
3.1,0.4,200.0,-1,647187SBB1QR
5.5,7.9,1325.0,-1,4718888NBKOG
0.1,2.2,575.0,-1,270807DSDOOS
5.5,0.7,425.0,-1,710618FRFTJR
4.6,5.8,1325.0,-1,788607AJ74CV
1.6,0.1,800.0,-1,78174632V5OG
7.9,1.0,275.0,-1,128762VS1QPH
3.4,1.9,1175.0,-1,122810JLCSP1
7.9,0.7,1175.0,-1,4147012O02FV
6.1,3.4,1325.0,-1,7861827O109P
2.5,7.9,200.0,-1,401116IW54IS
