Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.3,6.1,50.0,-1,800084S4JGCP
0.9,0.1,2050.0,-1,706707L41KYR
0.5,8.1,1950.0,-1,6401742AWV4Q
8.1,8.1,1450.0,-1,717184YHK4SF
8.1,1.3,750.0,-1,880770W5L8O2
0.1,0.5,450.0,-1,48774873FC3O
3.7,3.7,1250.0,-1,486478EWON05
8.1,4.9,50.0,-1,680471SO3ZCG
3.3,8.1,1050.0,-1,881746LC1CM2
4.1,1.7,50.0,-1,407887OE71MN
0.1,4.1,2050.0,-1,187874YNBCCN
0.1,8.1,450.0,-1,884877T9HA0X
3.3,0.1,950.0,-1,78478787NCZY
7.7,4.5,1250.0,-1,784484YMNC9R
0.1,4.1,250.0,-1,487068MXJJN8
0.5,2.1,1250.0,-1,787878N9B4SS
0.9,5.7,1350.0,-1,688886CO05EW
5.3,6.1,1250.0,-1,40846617UWQH
5.7,1.7,1050.0,-1,867878SNOSM4
6.5,2.9,250.0,-1,687478P0YQDF
2.5,0.1,350.0,-1,1877177WWG69
2.5,8.1,350.0,-1,4644714VA698
0.9,8.1,1350.0,-1,4817870AN60T
1.3,6.1,350.0,-1,8748874WG7B3
4.5,8.1,50.0,-1,878184TY917I
1.3,1.7,50.0,-1,801707N4U8OZ
4.9,0.9,550.0,-1,178810YGDXM0
0.9,0.1,950.0,-1,846480W6LN8J
2.9,5.7,1150.0,-1,418817LQTK6B
6.1,8.1,1250.0,-1,77444001YR50
0.1,6.1,1850.0,-1,488784YHE8E5
2.5,1.7,1250.0,-1,787804SJ91VC
