Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,2.9,1050.0,-1,714883W2VKVH
7.3,0.9,1150.0,-1,887488ZTF2HU
0.5,7.7,250.0,-1,111716PHVKYT
5.3,6.9,1350.0,-1,883888Q0O4B3
0.5,6.5,2050.0,-1,8186748LB4J5
2.1,0.5,150.0,-1,688837KZNV6V
0.1,6.1,950.0,-1,186881OZKV99
0.5,0.1,950.0,-1,184178UCNTDI
2.5,6.1,1350.0,-1,748444GNGDR1
0.9,2.9,150.0,-1,888378ZUWMK9
0.1,8.1,1550.0,-1,661718M1NAZ5
0.5,5.3,250.0,-1,343846A1YB64
0.5,4.9,1650.0,-1,8831771S8RBP
0.1,0.9,450.0,-1,7873837QKL9W
0.1,4.1,850.0,-1,11888619VBYO
6.9,2.5,1250.0,-1,368143GMSQV6
0.1,2.1,850.0,-1,617117SZBGDB
1.7,6.9,150.0,-1,817418WUYOKU
2.1,4.1,1150.0,-1,6848637U7S3D
0.9,1.3,1150.0,-1,881187GVI6L1
6.1,5.7,1350.0,-1,818486WO3PS8
0.5,1.3,150.0,-1,8188744PFZGG
0.1,6.1,1750.0,-1,88887854J2RY
0.5,6.9,1450.0,-1,371671XZB0OV
1.7,0.5,950.0,-1,118844REAVAN
0.9,5.7,1450.0,-1,177884A5NJGB
0.9,3.7,1250.0,-1,317771Q4C75D
0.1,0.5,1250.0,-1,348177WTWBV8
0.1,6.9,750.0,-1,161847NGTKP3
1.7,2.5,50.0,-1,174147YWFLHW
2.1,2.5,1150.0,-1,147817T46H83
0.5,2.5,1150.0,-1,176811X1CJA7
