Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.0,1.6,575.0,-1,689868NK1SI4
7.9,7.9,1325.0,-1,9488785QB43R
0.1,7.9,1700.0,-1,207748WAR03L
7.9,0.1,1325.0,-1,807979G1KB5E
2.8,7.9,50.0,-1,814116DBOFGU
6.4,2.2,50.0,-1,2649707TM6RL
4.6,4.0,1325.0,-1,988780HDTLMT
0.1,3.1,1700.0,-1,071106YK6JEX
3.7,7.9,1100.0,-1,7788687T7T82
0.1,5.5,425.0,-1,698447TW0IH4
4.6,0.7,800.0,-1,974167N4JRQF
7.9,3.7,1475.0,-1,972807JZZHDZ
2.5,3.7,50.0,-1,900918V0AJAT
0.1,0.1,1250.0,-1,111707LXIW75
1.6,5.5,1325.0,-1,047816388HTW
7.9,0.1,500.0,-1,86672157MOPI
2.5,1.9,1250.0,-1,480082UI5P2A
0.4,7.9,725.0,-1,0401949RX1RH
6.1,6.1,1175.0,-1,871701D9FQ4I
6.4,2.2,1100.0,-1,176042XMK5A6
4.0,1.3,200.0,-1,7476844P7N65
0.1,3.1,125.0,-1,768722YUK0PS
2.2,0.1,875.0,-1,780649WZMG6Y
1.6,7.9,1250.0,-1,417210U39J1J
1.9,5.8,50.0,-1,722700QD1I9E
0.1,5.2,1775.0,-1,2171777XX3JD
4.0,6.1,1325.0,-1,417817WVPXCO
7.9,5.8,1400.0,-1,804771Y039IK
2.5,3.7,1475.0,-1,22088002UORY
6.1,1.3,500.0,-1,487789QW4NZI
1.0,7.3,275.0,-1,290771QR6H0K
4.6,1.9,1250.0,-1,108898B2L2SX
