Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.4,7.3,1125.0,-1,326889IE6E2J
0.1,0.1,300.0,-1,892729FTVAIV
0.1,4.0,2050.0,-1,228882A78OZ1
0.4,8.1,50.0,-1,272926EI7JBZ
8.1,2.1,50.0,-1,628712UPKM15
4.1,2.5,950.0,-1,1796823J7ITE
1.5,6.5,1125.0,-1,621779PXJ0AS
2.4,0.1,1850.0,-1,187672E3KK06
2.0,4.0,50.0,-1,827697LCZEJL
8.1,3.3,1325.0,-1,772781LPBYVM
0.1,2.9,1000.0,-1,727181AATDVL
4.7,1.9,100.0,-1,7277381DWGM2
1.8,0.1,1025.0,-1,376987L3QBAP
3.7,8.1,700.0,-1,7862874GVLI9
0.1,5.5,500.0,-1,397377AIYFF3
4.2,5.3,1225.0,-1,262728ESPC4I
6.9,2.0,725.0,-1,667217PG1O1N
1.8,2.7,1575.0,-1,673778MC2NGM
1.9,2.0,525.0,-1,78729817XU10
2.6,4.6,700.0,-1,223767LCH4Y1
0.1,4.8,1450.0,-1,977831YRZKVV
0.4,1.5,2025.0,-1,767877JCL6ZV
8.1,5.8,1400.0,-1,377277B0VP98
1.2,8.1,650.0,-1,613373BGFL0N
2.1,6.4,200.0,-1,687318MI4GHM
6.2,4.2,1000.0,-1,682771TP501V
8.1,8.1,825.0,-1,3887729YBR4J
0.1,3.3,450.0,-1,879261PG37FC
2.2,4.4,1250.0,-1,761727C59WIH
0.1,1.0,775.0,-1,683271V40EU7
3.7,3.1,450.0,-1,972237BC9CKC
2.1,2.2,1075.0,-1,2277278SA14F
