Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.8,0.1,975.0,-1,02343110SI5Q
0.1,8.1,2050.0,-1,342741PPZU0H
0.1,3.5,75.0,-1,1203486RYZTO
8.0,8.1,1325.0,-1,482313FIYROR
0.3,0.1,1900.0,-1,2281816DKPGP
3.6,4.2,1250.0,-1,411414VRR5VJ
3.5,8.1,50.0,-1,002720T4365H
5.1,2.4,50.0,-1,884707PD0KZ0
2.0,0.1,775.0,-1,3123246MVHPL
7.7,4.0,1325.0,-1,3744018AW1V2
0.1,4.2,1775.0,-1,700112Z7NLL2
2.7,8.1,1275.0,-1,740438HUSOWR
0.1,7.1,475.0,-1,037007032X91
0.2,0.1,50.0,-1,707177QRH8RR
4.8,1.2,1150.0,-1,3034315HTUY7
8.1,1.5,250.0,-1,482108SBDT90
0.1,2.0,1200.0,-1,431214BDBVZP
5.4,6.6,1300.0,-1,4404435NLMY8
2.5,5.3,50.0,-1,41717475UGBF
5.5,0.1,500.0,-1,811742X9JGUS
2.4,1.8,150.0,-1,724740SDY1DN
0.7,6.6,1525.0,-1,701714GH9D8E
2.5,2.1,1100.0,-1,270882B0AAIR
1.3,4.0,1275.0,-1,422104G5C213
0.1,1.1,575.0,-1,081088G2V56K
7.0,1.8,1300.0,-1,008113A5C1OQ
8.0,3.6,50.0,-1,700172A7XTJF
0.2,2.3,2050.0,-1,842841H5JRZI
5.6,3.4,1225.0,-1,834043W9ZRX2
2.7,6.0,1425.0,-1,341017QR163I
1.6,7.2,100.0,-1,800034CESHTZ
0.2,6.0,2050.0,-1,248411Q2OKB2
