Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.9,4.6,2000.0,-1,468887C41VPU
7.9,0.1,50.0,-1,887787Q3FGEA
4.0,7.9,50.0,-1,8478782Y3W4N
0.1,0.1,425.0,-1,872414857D1O
7.9,0.1,1925.0,-1,887288QK92QT
7.9,7.9,1550.0,-1,701888RABUG5
4.9,3.4,875.0,-1,817200Y1Y6ST
0.1,7.9,1025.0,-1,822878MEWO8L
0.1,0.1,1700.0,-1,01664844D1BP
0.1,4.9,50.0,-1,088878XTT2YI
7.9,5.2,50.0,-1,406186S4O8VO
6.4,4.3,2000.0,-1,7828818IS24G
3.7,7.9,1550.0,-1,706862HLMEX6
0.1,3.7,1100.0,-1,604618PW7VZF
3.7,1.3,50.0,-1,708147V6MNI8
4.3,0.1,1475.0,-1,160471XHHHLS
0.1,7.9,2000.0,-1,888641T4NUZE
7.9,1.0,950.0,-1,817272UX6BLX
7.0,7.9,650.0,-1,7088882EV2Q8
2.5,5.8,650.0,-1,1844705WEA9Y
7.9,4.9,1100.0,-1,217808FGYZ5C
4.6,4.6,50.0,-1,828071UT21CT
2.2,1.3,950.0,-1,788177HUHNKN
0.7,7.9,200.0,-1,288878BR3YFM
5.2,0.1,650.0,-1,8878048FSH20
2.5,1.6,2000.0,-1,681882LWNJ9D
4.0,4.9,1475.0,-1,7428427GGOWL
6.4,2.5,275.0,-1,881480V6MK9D
6.4,2.2,1475.0,-1,2806772S5L1J
1.6,2.8,350.0,-1,784467MLD6VR
5.8,7.3,2000.0,-1,867888OEAES4
4.3,7.9,800.0,-1,800786XDU3TM
