Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.2,0.4,950.0,-1,771711NQOKD5
0.2,8.1,1600.0,-1,1424459U8PV4
8.1,7.4,1275.0,-1,426771WLC0X1
3.0,6.5,50.0,-1,564656IYFOHI
0.2,2.1,2050.0,-1,527566Q77I08
8.1,3.1,75.0,-1,1114778TGUMN
0.4,1.2,125.0,-1,264715XDRFT9
3.7,5.0,1325.0,-1,747456MEMUSF
8.1,2.7,1275.0,-1,642426RZKTZ9
0.1,3.4,1000.0,-1,5675267KIEXL
4.2,2.3,50.0,-1,754545Q1NPK5
0.1,7.0,675.0,-1,7714617D0S3V
7.3,0.4,575.0,-1,42656283RGLP
0.1,0.1,1225.0,-1,122272TKQYKV
4.8,8.1,1300.0,-1,644742RZHS4N
0.6,4.4,225.0,-1,555416GLG7KI
0.6,4.9,1700.0,-1,556416TANLDC
2.6,2.4,1225.0,-1,255751BEWRAR
6.5,5.2,1325.0,-1,6165549AU1AG
2.8,0.4,375.0,-1,444474GGQIQM
5.4,2.5,1225.0,-1,7624477K4QJL
1.1,8.1,150.0,-1,644657CDWJ4W
1.8,6.5,1350.0,-1,446657VR3B3T
8.1,0.4,1150.0,-1,217567SOPLHM
5.2,0.5,325.0,-1,745642OL4XT9
0.8,0.4,675.0,-1,1165460QN2K6
1.8,2.8,50.0,-1,576215DQLQYZ
7.0,1.3,100.0,-1,145467CT6W3A
1.8,4.5,1150.0,-1,566516W7QO17
0.1,3.0,1500.0,-1,275745FZRF92
6.0,3.2,50.0,-1,657766EKR73U
0.1,5.4,975.0,-1,115451R741FK
