Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.5,6.1,1350.0,-1,117178XOF9MH
0.9,0.5,150.0,-1,688848L31RUO
0.1,1.7,1950.0,-1,1047484VJNUU
8.1,0.9,150.0,-1,8806888ASPXF
1.7,7.7,150.0,-1,0806071FZCOF
0.1,6.9,1550.0,-1,488147ZILW2E
7.7,1.3,1250.0,-1,4778816Q70OM
0.1,4.1,750.0,-1,861074C4CPBK
3.3,3.7,1250.0,-1,7144885P0PX3
0.1,0.1,1050.0,-1,887664L0KNQP
4.5,0.5,350.0,-1,848186XAZE29
1.7,3.7,50.0,-1,807888BWRT1I
2.9,8.1,1350.0,-1,778888ZEZCO5
0.1,4.9,2050.0,-1,778847DWBYW2
0.1,2.9,1350.0,-1,8884186FCRIB
6.5,2.9,50.0,-1,7887887EA7ND
6.1,3.3,1250.0,-1,088648JD2QN1
1.3,4.9,1350.0,-1,0187883E5XA6
5.3,8.1,1350.0,-1,747818A88212
0.1,2.5,350.0,-1,78187824H1DU
0.5,6.5,450.0,-1,884617JW41QO
3.7,1.7,50.0,-1,1880844VU7MN
2.5,6.1,50.0,-1,611178RI9P1O
0.1,0.5,550.0,-1,748174KBAT4D
6.5,0.5,250.0,-1,6778074XIF6D
1.7,6.9,1350.0,-1,184808RQYV4Q
6.9,7.7,1350.0,-1,781878UBQ3K9
0.9,4.9,250.0,-1,687816YWXA9D
0.1,6.5,1950.0,-1,1171080FD4HK
2.5,0.5,150.0,-1,148708PNPMQY
0.1,1.3,1350.0,-1,748448MCYZCW
0.5,5.3,1650.0,-1,8677143CIRV2
