Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,4.2,525.0,-1,314012YH8TQS
8.1,8.1,1275.0,-1,5035454XRH0S
8.1,0.1,100.0,-1,4552522PF44O
4.3,8.1,50.0,-1,542534F4FM1Q
5.2,2.8,1250.0,-1,744082X04EGU
2.4,8.1,1400.0,-1,254250OESYMV
2.7,0.4,50.0,-1,75404134351U
0.1,4.0,1750.0,-1,825370V4QHBK
8.1,4.8,50.0,-1,2282449B4796
0.1,0.3,1000.0,-1,7785577F33YE
0.5,8.1,350.0,-1,727838QPY177
8.1,0.4,1050.0,-1,083535U300L8
4.7,3.5,50.0,-1,2137531I8HCQ
8.1,4.6,1275.0,-1,5204524IKOAI
5.0,0.3,675.0,-1,783721Q5TA49
5.1,6.1,1375.0,-1,577123BQVWTS
2.0,2.9,1150.0,-1,477438043DIS
2.3,5.6,75.0,-1,355327BOK5T8
0.1,1.4,300.0,-1,507034MSXUEN
0.1,6.8,1650.0,-1,4421717IQHAE
2.5,5.5,1250.0,-1,435758P6MDQ2
2.7,0.4,1000.0,-1,342021SL7CWS
7.0,2.4,150.0,-1,137150W627P4
1.8,3.1,50.0,-1,174435TDK8B7
7.5,2.4,1300.0,-1,844550DJOGDI
4.7,1.3,175.0,-1,2404048FUR4H
5.9,0.7,1175.0,-1,545125MQCM26
0.1,2.1,1325.0,-1,585527406QWM
0.1,6.3,650.0,-1,075421OI00F5
5.9,8.1,1350.0,-1,835720YT4O51
1.7,0.2,525.0,-1,1254010XEZIZ
7.1,0.1,575.0,-1,452488T6IF4S
