Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.3,7.9,200.0,-1,5513004WWSAI
8.1,0.4,1250.0,-1,434321J4DCZ8
0.1,0.1,675.0,-1,590744TWHUJR
0.1,5.7,1825.0,-1,9224433HV5IK
8.1,7.6,1250.0,-1,2443408OONBV
7.0,4.0,50.0,-1,045445U2XVEX
4.4,3.9,1300.0,-1,334194A3J6PE
4.6,0.4,450.0,-1,7211131UFIPL
0.1,4.6,725.0,-1,404475TB2SQQ
3.2,8.1,1350.0,-1,121014ZCJV95
1.7,2.5,50.0,-1,3001136ERXY2
8.1,0.5,150.0,-1,025839GWG6H0
8.0,4.0,1275.0,-1,084147ZOGVYD
0.1,2.3,1400.0,-1,421750RRTLGN
2.9,1.0,1125.0,-1,945414JSXF4B
0.1,8.1,1225.0,-1,884954O7D1MI
1.9,5.3,1275.0,-1,977907V3NE6L
4.5,2.7,50.0,-1,057054UBRXR7
5.5,6.5,1350.0,-1,4474410FRNPK
2.4,5.2,50.0,-1,529272KRKUHI
0.1,7.3,575.0,-1,728059Y11KC5
5.6,1.5,1200.0,-1,7415496E2AGR
6.9,0.3,700.0,-1,3931304IOGYI
2.2,0.3,300.0,-1,410444AHW369
0.2,0.1,1250.0,-1,742032ULFYRL
0.1,2.6,450.0,-1,328401F6OZ0M
2.0,3.1,1150.0,-1,842877WIGAYI
6.1,1.3,125.0,-1,881534D0BD2H
0.8,5.7,325.0,-1,448728PYT18D
0.5,4.2,1500.0,-1,1404352JQC48
3.7,6.7,50.0,-1,0483823GU57K
7.3,5.8,1325.0,-1,31237054ZTY9
