Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
8.1,2.5,250.0,-1,577807CW5YA1
0.1,8.1,1950.0,-1,5081114988NN
0.1,0.5,850.0,-1,658417UI5Y0V
2.5,8.1,50.0,-1,888765N1E7V4
7.7,8.1,1350.0,-1,8441888EH947
4.5,3.7,1250.0,-1,858817WU8CD8
0.1,2.5,2050.0,-1,586885RB6VEM
3.7,1.3,50.0,-1,607061KJ9OUJ
0.1,4.9,550.0,-1,87867809ZGJI
8.1,1.3,1350.0,-1,7888769CY95Z
3.3,7.7,1350.0,-1,58707443BGZ8
5.3,0.1,850.0,-1,671808MST2LE
0.9,4.9,1450.0,-1,866487KE6D5E
0.1,2.1,50.0,-1,5478584VVEEV
7.7,4.5,1350.0,-1,878847UB67SM
2.5,4.9,50.0,-1,740488ANS9GT
2.9,1.3,1150.0,-1,510710W9UMA7
0.1,7.7,450.0,-1,76088636P3KF
0.1,0.1,1750.0,-1,085684ZAXCCC
2.5,0.1,550.0,-1,881546FKPO9Q
0.5,2.1,1350.0,-1,4076877H9DHJ
7.7,0.5,650.0,-1,808008UW4XU7
5.3,6.1,1350.0,-1,785885A1KDXG
5.7,2.5,50.0,-1,7857677A9ZVT
6.1,2.1,1250.0,-1,548004DD8TCM
1.7,0.5,50.0,-1,8055465R1VZC
1.3,7.3,1450.0,-1,787478WID1Y8
5.3,0.5,350.0,-1,700670VHZ3VE
5.7,8.1,1450.0,-1,8886875W8VED
2.1,3.3,1250.0,-1,881778G7YNQR
0.1,6.1,1950.0,-1,871645ZNSRSA
0.1,0.5,350.0,-1,484185G3OFRK
