Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
5.6,1.3,150.0,-1,124400HERB23
0.1,7.6,2050.0,-1,284442I0LT9P
7.9,8.0,1275.0,-1,102184KI32CE
8.1,0.2,2050.0,-1,724144CCM1Y7
1.6,8.1,125.0,-1,147744YO7ZCH
0.1,0.8,1325.0,-1,474847JQECBR
4.6,3.7,1325.0,-1,141027SBQZ4A
0.7,2.8,175.0,-1,887442FYXDGW
3.4,8.1,1325.0,-1,440807Z7K4UN
0.1,5.8,950.0,-1,4007743GW88B
7.9,0.4,1000.0,-1,447477EK9D80
3.6,0.4,950.0,-1,8874728HXFBY
0.1,4.3,1750.0,-1,474844TE9WAN
7.9,4.6,1275.0,-1,177774B1OPME
8.1,3.3,50.0,-1,802471A1TMUD
1.7,3.2,1075.0,-1,7444746A88ZH
2.7,0.5,200.0,-1,4844706IC412
0.4,1.4,2050.0,-1,407474TPHOFD
2.2,5.3,50.0,-1,240778P57OEP
0.2,0.6,600.0,-1,024124JBF3II
0.7,8.1,1400.0,-1,441401C7TW8F
8.1,0.4,325.0,-1,477447M83V3B
2.4,5.6,1325.0,-1,874418VETNPG
5.7,1.4,1175.0,-1,4874772M6BG8
4.8,6.2,1350.0,-1,4748813GXT4K
0.2,5.0,400.0,-1,442704H9GTD5
0.1,7.4,525.0,-1,0747782C04BC
8.1,2.4,1275.0,-1,840428J8OE44
6.2,0.4,650.0,-1,444474BOBDW4
3.6,7.3,50.0,-1,22444167SM3V
0.2,2.7,675.0,-1,241444WXA40E
0.2,6.3,1625.0,-1,81724150Z03E
