Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.2,3.1,725.0,-1,7044140ASIAY
7.9,8.1,1275.0,-1,844718JYOZFD
8.1,0.5,275.0,-1,820060PFA9EH
0.1,7.6,2050.0,-1,0717804TAA39
4.9,3.1,2050.0,-1,000840BWWT42
3.5,8.1,75.0,-1,444878GBK15K
4.2,0.5,1025.0,-1,040474G63S2S
3.5,6.4,1325.0,-1,2646285A9LEA
8.1,2.7,1275.0,-1,2401406EVLKU
4.3,2.5,50.0,-1,440424QGUU0R
0.1,7.2,575.0,-1,667424BBVFIB
0.2,4.0,1675.0,-1,814410PKH5IU
1.3,0.5,150.0,-1,476844AVV48I
0.1,0.2,1250.0,-1,2084622CWAGK
1.8,4.9,75.0,-1,784044TU0Y2M
7.7,3.8,50.0,-1,2840802OAY1J
2.8,3.3,1200.0,-1,867404NF42SY
6.4,5.3,1325.0,-1,464400O155QH
0.6,6.6,1375.0,-1,286444ST7P2S
7.1,0.4,950.0,-1,040044GHS3DI
5.4,0.4,375.0,-1,146006NDXGTH
5.4,2.7,1225.0,-1,086080OSRBOB
1.8,0.4,775.0,-1,410664D7NUSF
5.3,8.1,1325.0,-1,848024SHC74Z
0.3,5.3,900.0,-1,240174OEO2TO
0.9,2.8,150.0,-1,617274JLPKJK
1.3,8.0,150.0,-1,4800819HQVT0
0.3,2.4,1275.0,-1,2024820MMQAJ
6.5,2.0,100.0,-1,4460484ERPQV
2.2,8.1,1400.0,-1,248468U8VSQ5
4.4,4.5,1375.0,-1,7478286MZRFA
3.4,0.6,200.0,-1,7460402JNXJ4
