Phase,Conc_HEPES_(mM),pH,Conc_Dye_Cy5_AP_Lys_100_(mM),Conc_Dye_FITC_SIGMA_Asp_250_(mM),Plate_Barcode,Plate_Position,Preparation_Date,Experiment_Code,Mixing_Volume,Final_Volume,Barcode,Conc_SIGMA_Asp_250_(mM),Conc_AP_Lys_100_(mM),Conc_NaCl_(mM),Experiment_ID
3,50.0,7.4,5e-05,0.0,PSL_00015104,A3,27/08/2024 13:33,Robo023,150.0,100.0,121211EZLZHX,6.0,0.5,800.0,asp250_lys100_NaCl_robotExp0
3,50.0,7.4,5e-05,0.0,PSL_00015104,B3,27/08/2024 13:33,Robo023,150.0,100.0,121182XPTI1R,4.8,1.6,1000.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,A1,2024-08-29 10:15:44,Robo023,150,100,001472TG56IH,0.0625,1.6,900.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,B1,2024-08-29 10:15:44,Robo023,150,100,762101QYYR6I,7.6,5.6,1500.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,C1,2024-08-29 10:15:44,Robo023,150,100,0718189H1SCP,6.4,0.0625,800.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,D1,2024-08-29 10:15:44,Robo023,150,100,0116814W7XTD,2.0,7.6,1100.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,E1,2024-08-29 10:15:44,Robo023,150,100,710180MCZGHT,4.0,3.2,1200.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,F1,2024-08-29 10:15:44,Robo023,150,100,001408EY3FLK,4.8,7.6,1500.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,G1,2024-08-29 10:15:44,Robo023,150,100,016007CEQHZQ,0.125,5.2,800.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,H1,2024-08-29 10:15:44,Robo023,150,100,001018Z5UIRT,3.2,0.25,900.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,A2,2024-08-29 10:15:44,Robo023,150,100,0766206J6VR4,7.6,2.4,1200.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,B2,2024-08-29 10:15:44,Robo023,150,100,4662863Q6OC4,2.0,4.8,1100.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,C2,2024-08-29 10:15:44,Robo023,150,100,87667452QJ57,0.25,7.6,800.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,D2,2024-08-29 10:15:44,Robo023,150,100,021082V28NOO,5.6,1.6,1100.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,E2,2024-08-29 10:15:44,Robo023,150,100,8674787WXH4X,2.0,2.0,1000.0,asp250_lys100_NaCl_robotExp0
1,50,7.4,5e-05,0.0,PSL_00015105,F2,2024-08-29 10:15:44,Robo023,150,100,068748RPG1FC,0.8,3.6,900.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,G2,2024-08-29 10:15:44,Robo023,150,100,287181S6S254,5.6,6.0,1500.0,asp250_lys100_NaCl_robotExp0
3,50,7.4,5e-05,0.0,PSL_00015105,H2,2024-08-29 10:15:44,Robo023,150,100,108680N618AY,3.6,1.6,1100.0,asp250_lys100_NaCl_robotExp0
