Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.5,0.2,850.0,-1,401174IZ35GD
0.1,8.1,1525.0,-1,01144669G018
8.1,8.0,1250.0,-1,440047TG49QS
0.1,0.1,2000.0,-1,4144449DHHY9
0.9,3.8,50.0,-1,414444DIJCL4
4.7,8.1,50.0,-1,427244WLND33
4.0,4.5,1325.0,-1,244277EWRZ2N
1.7,0.5,875.0,-1,171474RN7OJ0
8.1,3.2,50.0,-1,107477PH77XN
0.1,8.1,325.0,-1,642747NPKP74
8.1,3.7,1300.0,-1,214670J2BRY7
0.1,4.1,1775.0,-1,744447EDF79S
4.1,1.4,100.0,-1,4414043MEPF2
4.5,8.1,1400.0,-1,442244I8WKKM
0.1,5.2,850.0,-1,727447N0PFT4
4.2,1.6,1175.0,-1,6667460AFGJQ
2.4,6.3,100.0,-1,420674S3PKID
1.6,3.1,1150.0,-1,41770736DYBP
1.3,1.1,200.0,-1,424427A8NEH5
6.4,5.9,1350.0,-1,427771SZAYPO
1.8,6.1,1350.0,-1,0147442DMNYX
6.6,1.2,250.0,-1,46447031LJC0
4.1,0.2,650.0,-1,6221405KI3YX
8.1,1.2,1275.0,-1,462206Q907Q1
0.1,2.8,575.0,-1,4470049LXP3V
5.6,3.2,50.0,-1,614264MH3NJ5
0.1,1.4,1225.0,-1,072774EEZB1I
5.9,3.1,1325.0,-1,474444M35VE0
0.6,5.7,350.0,-1,774644DWG9KO
0.2,2.2,2050.0,-1,776447PA4LEG
0.1,6.2,1750.0,-1,4417746VP8RS
2.4,8.1,1325.0,-1,661414PU9USB
