Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.5,3.5,300.0,-1,088277RUIO19
8.1,8.1,1325.0,-1,785728KCXSHN
8.1,0.1,650.0,-1,072898GAGPRS
0.2,0.1,2050.0,-1,082018TT2AVT
0.1,8.1,1850.0,-1,057805JZTAXC
4.6,3.7,1250.0,-1,559705LQ0WB2
3.3,8.1,50.0,-1,029295OK3VHP
3.5,0.1,525.0,-1,200500ULVKKZ
3.7,8.1,1175.0,-1,278050YHHF2P
0.3,3.9,1475.0,-1,280827ZC5FVR
7.9,3.5,50.0,-1,275207IQKR8C
0.1,0.2,1050.0,-1,712288CLXO06
0.1,7.4,550.0,-1,722272IF4I8A
8.1,4.5,1125.0,-1,820180YO56FG
4.9,2.3,50.0,-1,5282290R7VX6
5.6,0.7,1125.0,-1,019218DM1XWF
2.7,1.5,1150.0,-1,9597026BB0NN
0.7,0.6,325.0,-1,527802W9BMGC
2.6,5.3,50.0,-1,727852F3PZXF
5.9,6.3,1250.0,-1,8717821H21SI
2.5,5.6,1325.0,-1,001295R6E29D
8.1,1.8,1275.0,-1,878197VTWXPV
2.4,2.1,50.0,-1,778712V2RZOT
5.9,0.5,400.0,-1,9522184ATUD9
0.5,1.5,1550.0,-1,270859H890FE
1.4,7.8,1350.0,-1,701792O9CO7E
0.1,5.7,1850.0,-1,592951H03N1T
0.1,2.3,2050.0,-1,559781ED4BY1
7.8,1.5,250.0,-1,99025054OV6H
0.6,5.7,250.0,-1,800222H828EW
2.3,3.5,1300.0,-1,7225573K6Q8T
6.5,3.0,1125.0,-1,570811ABYE1Z
