Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.2,0.9,300.0,-1,0881322SNTNK
0.1,8.0,2050.0,-1,0371434XCHRI
8.1,6.3,1225.0,-1,211012J1L5M1
0.8,8.1,225.0,-1,818741QOHS93
8.1,0.1,850.0,-1,002102H5114X
0.1,2.4,1625.0,-1,780884YB2HIV
3.2,5.9,1275.0,-1,082011Z8BR3X
6.4,3.0,50.0,-1,414311YTFGM9
4.3,1.6,1275.0,-1,14318350X7V0
0.1,4.3,675.0,-1,121081WT7QPJ
4.2,8.1,50.0,-1,008211L1OAQM
2.4,5.1,50.0,-1,204112YE18NP
7.5,2.9,1325.0,-1,4487111EGI74
0.5,8.1,1200.0,-1,411783X6U1PW
0.1,0.6,925.0,-1,03810305X615
5.3,0.2,450.0,-1,471241ETFUWD
5.5,8.1,1350.0,-1,8820081CJPOT
0.1,5.5,1600.0,-1,204108AO4L9O
8.1,0.9,200.0,-1,811871QN0NT8
2.1,3.3,1225.0,-1,801702XTYXAW
5.8,5.0,1375.0,-1,778277S1MLRL
0.7,3.0,75.0,-1,217383MBZHOA
3.9,2.5,50.0,-1,214888WTCR47
2.6,0.4,925.0,-1,734113KZB2G4
0.1,6.7,675.0,-1,313218FAHGG8
0.4,4.0,2050.0,-1,011818BYTFJX
2.7,8.1,1350.0,-1,381787BWCO0F
6.3,1.3,1025.0,-1,044711I6VFHL
0.1,1.3,400.0,-1,713124ZH5FCZ
0.1,2.7,1075.0,-1,721878H18F3O
4.1,3.7,1400.0,-1,181418AVOJN9
0.4,5.5,250.0,-1,8828812TY8TH
