Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,4.5,450.0,-1,02718736BLWX
8.1,0.1,2050.0,-1,447071TGSLKB
8.1,8.1,50.0,-1,482784HQ6M3I
5.7,8.1,2050.0,-1,187787L7I06Q
8.1,0.5,50.0,-1,1287222CQJ41
0.1,0.9,1950.0,-1,282846RQSJUL
4.1,0.5,1050.0,-1,268888HQSKDD
7.3,3.7,1250.0,-1,888268GNBD00
3.7,3.7,2050.0,-1,477782QQPGZL
3.3,6.9,50.0,-1,88786295FLZK
1.3,0.9,50.0,-1,841178HPIHY4
1.3,5.7,1350.0,-1,788067YC6R49
7.7,7.7,1250.0,-1,102877CARLXF
8.1,5.3,2050.0,-1,877816R4J17Q
8.1,0.1,950.0,-1,77817820XY2E
8.1,4.5,50.0,-1,821881LCHVTA
0.9,1.7,1150.0,-1,461817KXEMP2
4.9,0.5,250.0,-1,846678IXN84B
8.1,8.1,1850.0,-1,1878615O2PZ9
0.1,2.1,550.0,-1,677187MIEUR4
8.1,8.1,650.0,-1,848888LZ5MTI
2.1,3.3,1650.0,-1,747780ZS2VIY
0.9,4.1,950.0,-1,042248RGC5CT
6.1,0.1,750.0,-1,872880B84OPR
2.9,2.1,1250.0,-1,746180EHW03V
2.5,2.1,2050.0,-1,887178P1RW0M
8.1,3.3,2050.0,-1,6778276B24RN
8.1,6.5,350.0,-1,887488U4RF81
6.9,2.9,50.0,-1,78828863LZN3
1.7,0.5,850.0,-1,447880U9OTK7
0.1,5.7,950.0,-1,872168C3F0DE
2.5,4.1,1150.0,-1,888186QLUMR0
