Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.8,4.2,1075.0,-1,122257YMMHTV
7.9,0.1,2050.0,-1,411454BGKVP3
8.1,1.5,125.0,-1,414254QX18UU
8.1,8.0,1250.0,-1,1414228WS5MG
3.7,8.1,50.0,-1,245141W14Y33
0.2,0.6,2025.0,-1,551115R4G22M
0.9,0.6,75.0,-1,5254748Z7RJB
4.9,0.4,1025.0,-1,511415SFNP6H
0.1,7.9,1625.0,-1,214242YI4W9B
7.7,3.6,1250.0,-1,572712SNTRBG
0.1,7.2,550.0,-1,777715EZPOVD
3.9,7.9,1300.0,-1,427452FHXS6T
0.4,0.2,1050.0,-1,255544P7AZGB
2.1,4.6,50.0,-1,751172MO10AC
4.4,1.4,100.0,-1,421425GS8H9K
0.1,4.5,1825.0,-1,222275LS5IBD
8.1,0.4,1125.0,-1,754574XUC3AP
4.7,4.0,1325.0,-1,5445212HC599
0.2,3.0,425.0,-1,247721R4LCWS
0.1,2.5,1375.0,-1,444745DGRLPY
5.3,0.1,2050.0,-1,517525VGQGGX
6.5,6.0,1350.0,-1,24114762L5BI
2.6,1.4,1200.0,-1,517572HK0EZU
6.2,0.4,475.0,-1,715574W026DW
6.5,3.2,50.0,-1,4511470BIXI9
2.3,6.2,1350.0,-1,7174512DAOCQ
1.7,7.1,150.0,-1,717517JYLV1D
0.1,5.6,950.0,-1,717412QNQX7D
0.3,5.2,325.0,-1,51455745DUS0
6.5,1.8,1225.0,-1,5174224DUZPN
6.0,8.1,1350.0,-1,775171KLR4BI
2.2,0.4,750.0,-1,21154558T5KK
