Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.5,4.6,1150.0,-1,350855338TF8
8.1,0.7,225.0,-1,278257J4LPIL
8.0,7.8,1250.0,-1,140811QWVAQU
3.7,7.9,50.0,-1,0000440GGCKX
1.0,0.5,100.0,-1,587078WSLMR7
4.9,3.3,2050.0,-1,305818677XCZ
4.2,0.5,1050.0,-1,002404I59OPA
0.1,7.6,2000.0,-1,401405N6AEQS
8.0,2.7,1275.0,-1,840010DD5W4Q
0.1,0.4,1275.0,-1,443700T2YXIS
3.7,8.1,1300.0,-1,35451599828P
1.2,4.6,125.0,-1,443445KTHJ7U
4.8,2.8,50.0,-1,003753E03UVO
0.1,8.1,400.0,-1,145713WFDMG0
5.1,5.1,1350.0,-1,544112A8Q22U
0.2,2.5,675.0,-1,852100L7Q8E4
0.1,4.6,1800.0,-1,412040IAELU0
7.1,0.4,900.0,-1,500443LJLGKT
7.6,3.4,50.0,-1,5444489DHW20
3.6,0.4,375.0,-1,485882K0PMP2
3.5,2.9,1250.0,-1,31402176FM2C
0.8,6.9,1400.0,-1,437445JA2CIR
0.2,6.1,775.0,-1,380231M850Z3
7.6,5.4,1300.0,-1,444310JQZSN2
0.2,2.8,1400.0,-1,2224734D2QUX
1.6,0.4,700.0,-1,344127EQJC5Q
5.9,0.4,400.0,-1,040254HL415W
1.7,6.8,150.0,-1,4808533PD00Y
5.8,2.3,1225.0,-1,151344PG8QWV
6.0,7.1,1375.0,-1,42240846CU1Y
2.1,1.3,1175.0,-1,115541YGPPZ7
2.8,6.2,1350.0,-1,740728Q5A8IO
