Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.7,0.4,1000.0,-1,442444FNSDRF
0.1,7.7,2000.0,-1,842744ACWCHL
3.6,8.1,75.0,-1,4448247WUZ92
8.1,5.7,1275.0,-1,442242P1TA9C
8.1,2.3,100.0,-1,044421ML8I9J
0.2,3.9,375.0,-1,148024ORHK04
3.3,5.2,1325.0,-1,84474436KSSO
8.1,1.1,1275.0,-1,284441BUTL7M
0.1,2.3,1350.0,-1,4442040XEFOU
3.9,2.1,50.0,-1,444481YJ3L2O
0.1,7.7,425.0,-1,4102423LAV2K
0.8,0.4,225.0,-1,447444ZIC212
5.6,8.1,1350.0,-1,2444029L5SJR
5.6,3.0,1250.0,-1,4427400KO1F8
6.0,0.4,450.0,-1,442424OPIVRK
0.1,4.7,1825.0,-1,184424375VZ7
2.7,8.1,1375.0,-1,08484459H7A9
0.1,5.7,950.0,-1,014124M1GIA7
2.3,5.4,50.0,-1,444447ZTN3QB
0.3,0.1,900.0,-1,884442TW6CI1
2.7,2.7,1200.0,-1,4482127AJ4S1
5.7,5.5,1350.0,-1,884441Q8Z7N4
0.5,7.1,1425.0,-1,812481F3H9TF
8.1,0.3,725.0,-1,028404XN75CO
1.6,2.5,50.0,-1,144284TEKJKC
7.9,8.0,1275.0,-1,427014OC7310
6.1,0.5,1025.0,-1,212474760809
5.9,3.2,50.0,-1,488477NXO8VT
0.9,3.6,925.0,-1,2827413AB460
3.0,0.4,325.0,-1,820481S1NA4D
7.7,3.5,1250.0,-1,144240YILL9C
0.1,2.1,625.0,-1,8484708D6HPH
