Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.4,2.5,1250.0,-1,178821T0825Z
7.9,1.6,125.0,-1,616714G8PY5Y
6.4,7.9,1325.0,-1,1171875D2IKS
1.0,7.9,200.0,-1,284177C2953C
2.5,1.3,50.0,-1,881871XQDAMD
0.1,7.6,1625.0,-1,172748JOH8GD
5.5,2.2,1250.0,-1,142176AUWUS0
3.1,5.5,1325.0,-1,611872H78RT8
1.0,4.3,425.0,-1,74477726OYHS
2.8,0.4,875.0,-1,8718717ON9Z5
7.9,0.4,1025.0,-1,718464EEOK7O
0.1,0.4,500.0,-1,177111RZ9UQ8
5.2,0.4,425.0,-1,7767687L1LUR
0.1,4.6,1775.0,-1,142261IMQO3W
6.4,4.9,1325.0,-1,811744W70LAS
4.9,2.8,50.0,-1,884812MG6VEZ
0.1,6.4,725.0,-1,888787MHIEE0
3.4,7.3,50.0,-1,118711DTYN9F
7.9,2.8,1325.0,-1,882141U2B4NZ
2.5,7.9,1325.0,-1,418188DKXD7Z
3.1,2.8,1250.0,-1,186888SM8YO2
0.1,0.1,1100.0,-1,781811TO788Q
0.1,2.5,650.0,-1,2687168LDAKE
0.1,4.6,1025.0,-1,417877ANVL5S
2.2,5.5,50.0,-1,282721LU8WFU
0.7,2.2,125.0,-1,171478R2GNSP
1.0,5.5,1400.0,-1,278182OQKRSF
4.6,0.7,1025.0,-1,472721RXPJPD
4.6,4.3,1325.0,-1,46687820YSHN
7.9,0.1,575.0,-1,264812KZ9ICT
6.7,3.1,50.0,-1,1112427GS0B0
4.3,7.9,1325.0,-1,426181BJ6SCY
