Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.1,2.2,275.0,-1,483879MEQOO5
0.1,8.1,2050.0,-1,438704J7HBBA
2.3,0.1,2050.0,-1,417391LSDLH8
8.1,6.0,2050.0,-1,0309374NPEBE
0.1,7.5,50.0,-1,7107030O91KT
0.1,0.1,525.0,-1,8442421R6RGK
8.1,8.1,550.0,-1,8027242FC7SL
8.1,0.1,1625.0,-1,138402H4TNOS
2.4,4.6,1125.0,-1,7122438EEC27
4.4,8.1,1650.0,-1,844003ZL5VRU
4.5,6.3,50.0,-1,142448TSUZIE
3.9,0.1,1050.0,-1,813232O6UGAF
0.1,3.8,2025.0,-1,314337YLLQIV
8.1,4.2,1075.0,-1,813398EV6TNI
4.4,3.8,2050.0,-1,174077M7U5F1
1.4,3.6,75.0,-1,934193XS19N3
0.4,8.1,1050.0,-1,912144LSGC0T
3.2,0.1,50.0,-1,837003AZSLKE
0.2,1.3,1375.0,-1,747371D5HW27
8.1,5.1,50.0,-1,847232YF3P2U
5.4,6.4,925.0,-1,182848GRNG6R
8.1,0.1,750.0,-1,424224VCLQ40
7.7,8.1,1400.0,-1,033073VVJBKC
7.5,2.8,2050.0,-1,234322CK69DL
5.2,3.0,1275.0,-1,443394U5PA9I
3.0,8.1,600.0,-1,911082GYP21X
5.5,0.4,2050.0,-1,12230286RIB4
0.1,5.4,625.0,-1,89334982D9IX
2.2,6.0,1825.0,-1,8784329BZXMO
3.3,2.5,600.0,-1,432938TS8XSQ
5.9,5.5,1600.0,-1,888441C9M298
2.7,2.4,1600.0,-1,4844823XLNRZ
