Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.6,7.3,250.0,-1,424427J33YKO
8.1,0.4,1250.0,-1,2717428IROSC
0.1,2.2,2050.0,-1,772442HB0I3M
7.0,8.1,1375.0,-1,722224GPT50F
2.4,0.4,150.0,-1,422172HNSJQZ
7.4,3.3,50.0,-1,444421Z6CRXZ
0.1,8.0,1625.0,-1,47724473W5NR
4.1,3.8,1300.0,-1,4724443RZWRV
0.1,3.3,800.0,-1,7247141HUPSB
8.0,4.3,1275.0,-1,477422AFDQFO
6.0,0.2,450.0,-1,424424D1ZZDL
0.2,0.1,1275.0,-1,422244I4DJA7
4.1,8.1,50.0,-1,227172OARAJX
3.5,7.4,1375.0,-1,172214F7IN27
1.8,4.0,50.0,-1,444744H9DEVB
3.5,0.5,1025.0,-1,247224P2Q649
0.7,4.8,1525.0,-1,442417MTVQ9U
4.5,2.7,50.0,-1,2274444N2I6Y
0.1,6.3,925.0,-1,474444NIELX9
0.1,0.6,575.0,-1,2712279UDCW8
5.8,1.7,1225.0,-1,414444SS78QE
2.1,2.5,1125.0,-1,27724269M4DF
8.1,1.0,200.0,-1,722427DOLQUJ
6.1,5.8,1350.0,-1,72471206QYDQ
2.6,6.3,75.0,-1,272422MLC0LL
0.3,5.1,425.0,-1,444212BD4MET
0.7,2.0,125.0,-1,412724YTLFN5
0.1,2.7,1375.0,-1,2772227SBC81
1.4,6.7,1350.0,-1,2122220DQITR
7.8,0.4,725.0,-1,724414IVD5AS
8.1,6.4,1250.0,-1,442724CKW6G6
3.9,0.3,500.0,-1,477244OAP5PV
