Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,1.3,350.0,-1,668158GRDUDV
6.9,3.7,1250.0,-1,884874VDDIG1
0.5,7.3,1450.0,-1,888771YVUTGN
1.7,7.3,150.0,-1,1641671FCIUP
1.7,3.7,1050.0,-1,787178PYEMOF
2.5,0.5,950.0,-1,7475766ETXW5
0.5,4.5,1650.0,-1,188688A837WT
0.1,6.9,650.0,-1,177867ZQ6XRX
1.7,2.9,50.0,-1,8188676ZSE06
2.9,6.5,1350.0,-1,157577YZ2WRP
0.5,1.7,1150.0,-1,867184JRABPR
0.5,5.7,250.0,-1,7784879NN3JY
0.1,5.3,950.0,-1,1158175P5YRM
0.1,3.3,950.0,-1,558188ZYZ1M5
0.9,0.5,850.0,-1,868885JCDRUC
6.9,2.1,1250.0,-1,567187A0KA2V
2.1,4.9,1250.0,-1,88766632RCZ7
0.1,2.1,650.0,-1,617171UP12TQ
0.5,5.7,1550.0,-1,776151Q3RTC8
1.7,2.1,1150.0,-1,8588167VORTI
0.1,6.5,950.0,-1,57181753DZZG
0.9,4.1,1450.0,-1,771811IJYKCA
1.3,4.5,1150.0,-1,6578175ARZO4
0.5,2.9,1150.0,-1,71486761MXIK
1.7,5.7,1350.0,-1,881667LGMZS3
6.5,2.9,1250.0,-1,585871FZQ4BX
0.5,2.5,950.0,-1,8874160AJB6Q
0.9,3.7,950.0,-1,758861W1MP80
0.5,0.9,1150.0,-1,7681758WK9T9
0.5,6.5,1450.0,-1,568851Q3WVLI
1.3,2.5,1050.0,-1,888817B4E806
0.9,4.9,1550.0,-1,747487R855J2
