Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.8,3.8,1300.0,-1,797281KEZJT9
0.2,8.1,225.0,-1,927912XS4E09
8.1,2.0,75.0,-1,182221PQPMQS
0.6,1.3,50.0,-1,189899FJBTXQ
0.1,8.1,2000.0,-1,7818103P5RYZ
8.1,8.1,1250.0,-1,979171R0IURU
0.1,3.1,2050.0,-1,0112924NCA9B
8.1,2.1,1250.0,-1,071111OY5OIS
4.5,0.2,625.0,-1,7199989719K9
3.2,8.1,1225.0,-1,2071019NCXS7
0.1,4.4,775.0,-1,989901GQKPUD
1.1,0.8,1075.0,-1,717087A5QVSB
2.5,5.1,50.0,-1,1871116UQ8WW
1.1,5.5,1525.0,-1,1172176COLNT
6.8,5.1,1375.0,-1,1877717JS3CO
3.8,8.1,50.0,-1,717898DWFW8M
4.9,2.4,50.0,-1,779771OL6HGX
7.6,0.1,675.0,-1,097271T4Q5LC
5.3,1.4,1250.0,-1,127790MXEELP
0.5,8.1,1325.0,-1,21811924ZB26
0.1,3.0,1375.0,-1,219971ISW6RG
5.6,7.4,1375.0,-1,799791OHS991
2.0,0.2,500.0,-1,97711908JPC4
0.4,3.8,175.0,-1,292219F8Y3M2
0.1,2.1,600.0,-1,9710797MT970
0.1,5.6,2050.0,-1,0892710QL8YT
0.9,6.0,400.0,-1,009299NBI6TX
3.0,1.6,1325.0,-1,097112LK2TVG
2.9,1.3,50.0,-1,2090191R6X1N
3.4,6.0,1425.0,-1,771982XCF1LY
6.3,0.8,250.0,-1,129917AAFNV9
2.0,7.1,50.0,-1,1010712MPSTF
