Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
5.7,0.3,450.0,-1,752717HINOWF
0.1,8.1,2050.0,-1,5343528FDSZZ
8.1,8.1,1175.0,-1,5718358350UR
1.5,6.9,125.0,-1,2155050CQGOZ
0.1,2.0,1300.0,-1,4052078OB4RV
5.0,3.9,1400.0,-1,730007W1JS19
0.9,1.2,50.0,-1,152101MYG8UR
8.1,4.1,50.0,-1,85720197O90S
3.4,8.1,1275.0,-1,570318NZGCL8
8.1,1.3,1225.0,-1,75357798WBXB
0.2,4.3,2050.0,-1,7227053YKDNC
3.5,0.7,1175.0,-1,2325778QIO2W
0.1,4.1,575.0,-1,382345APUHMJ
1.7,5.1,1300.0,-1,871404HQWJ0K
8.1,4.8,1250.0,-1,245725UH2WL2
3.8,2.0,50.0,-1,217510ZDXN6K
0.2,0.1,725.0,-1,775780BMQ3OX
5.8,6.6,1350.0,-1,542087O2E04E
4.0,8.1,50.0,-1,2257054WF1TJ
8.1,1.4,225.0,-1,5747244TXRNQ
2.1,4.2,50.0,-1,5007710A1LQ4
2.9,0.1,500.0,-1,123207QXCL76
0.6,7.8,1375.0,-1,3757773FPDBD
0.1,6.7,650.0,-1,215878HZCF83
2.5,2.8,1425.0,-1,382525AU46KS
5.9,0.4,1075.0,-1,805152V8BKFG
6.1,2.6,50.0,-1,382521J0QSXO
7.8,0.1,725.0,-1,858027KG32QU
0.9,6.2,1775.0,-1,517524IIQR7O
3.7,5.9,1425.0,-1,045852EP9V1Z
1.7,1.5,950.0,-1,055317NY9D8H
0.1,4.0,1525.0,-1,778447MU514O
