Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.4,0.7,1100.0,-1,812766H94T7L
1.0,6.7,200.0,-1,687276TGYH9D
0.4,4.0,1625.0,-1,482486SRYM6S
6.1,6.7,1400.0,-1,878214N6LEWC
0.7,0.4,500.0,-1,176474JWMD5A
7.6,1.6,125.0,-1,1666121EHNIF
3.4,3.7,1250.0,-1,6284821T00EW
0.4,4.3,800.0,-1,112847WH7EN3
7.3,4.0,1250.0,-1,621762RKDRNT
1.0,6.7,1400.0,-1,878188EA2OS9
1.0,2.8,125.0,-1,766628PDPG4E
1.6,1.6,1175.0,-1,222812IKTN1Q
4.0,1.3,1175.0,-1,887287N4GIJ7
3.4,6.1,1325.0,-1,267827K7HQQ9
7.0,0.4,500.0,-1,126276MDPZ0N
2.2,0.4,800.0,-1,418172SMPDEB
5.2,4.0,1325.0,-1,762762Z69RVB
0.4,2.8,1025.0,-1,724472L0HHEX
1.0,4.3,1250.0,-1,226714W2KNIZ
0.4,5.2,275.0,-1,667728GEAKYI
0.4,0.4,875.0,-1,6888712BWOUZ
2.5,4.9,1250.0,-1,4746685KYV98
4.6,6.7,1325.0,-1,828288JOSME6
6.1,3.1,1250.0,-1,482176GC38JS
0.7,5.2,1550.0,-1,82272234DM7L
0.4,3.1,1400.0,-1,628484G1QS6L
0.4,3.7,275.0,-1,7848689FT7ZV
1.6,2.8,1100.0,-1,622286ZV2O6V
5.2,1.3,1175.0,-1,6846783C4HJJ
6.7,5.8,1325.0,-1,866268ZMP09N
0.4,1.9,200.0,-1,262222I5AB0O
1.3,5.2,125.0,-1,186226GSDI4V
