Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,0.8,400.0,-1,492474R7K3BP
7.7,8.1,1300.0,-1,444244Y0JDE5
6.6,0.1,2050.0,-1,411912504VKM
0.3,5.9,2050.0,-1,141424TM1VWA
8.1,1.7,150.0,-1,447124BFI7YU
1.5,8.1,150.0,-1,719219948UZP
0.1,0.5,2000.0,-1,499449P67Q76
3.7,3.3,1250.0,-1,441171KKDPNI
3.1,8.1,1350.0,-1,2114911K48VT
0.1,5.4,950.0,-1,779741LP0Q94
8.1,2.7,1275.0,-1,4747176HP9KW
3.9,2.0,50.0,-1,47474447E0YZ
5.6,0.4,900.0,-1,744471FZ7124
1.2,4.4,125.0,-1,711917ZZ5WNZ
0.4,2.1,1225.0,-1,192971MT7Z1S
6.2,5.3,1350.0,-1,294444EG4NNL
2.6,0.4,950.0,-1,7144114IL0J2
0.2,8.1,1575.0,-1,441444GFKXHU
2.3,5.6,1325.0,-1,442712RGBEO7
6.1,3.2,50.0,-1,727777VEZ7GZ
0.1,3.8,1675.0,-1,41219198OPHR
5.8,0.6,250.0,-1,119141BQIKLN
0.3,3.2,675.0,-1,744471MZ88UO
7.9,0.4,1100.0,-1,9277498MIYH7
2.5,0.4,350.0,-1,1111491RRONI
0.3,6.3,400.0,-1,444444HMN1KW
5.4,7.6,1350.0,-1,414944BU41FN
2.8,6.2,50.0,-1,4414749JZNBG
5.8,2.3,1225.0,-1,192174WOR6ZX
1.5,2.1,50.0,-1,444744WL3CUX
0.3,0.1,950.0,-1,142441U29B1E
1.7,3.8,1075.0,-1,794194ZT3UIL
