Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.8,2.0,1150.0,-1,7494147MYRPI
0.1,8.1,1750.0,-1,147177I0YYYQ
0.1,2.9,50.0,-1,422741EFPLHS
0.1,0.1,2050.0,-1,441139GWP3DZ
8.1,8.1,1300.0,-1,277433WOFUNO
3.1,8.1,50.0,-1,9447478XTT7Y
1.9,3.7,1250.0,-1,197777BII056
8.1,3.8,50.0,-1,714231OU777N
4.4,0.8,150.0,-1,341447M96QH1
3.8,7.6,1225.0,-1,3724777UZ3O7
0.1,6.9,725.0,-1,474124HR1JWK
1.2,0.4,750.0,-1,247113LV3UN4
0.1,4.5,2050.0,-1,231434HR2IXW
6.3,5.3,1225.0,-1,4934717A8ZVB
4.2,0.6,925.0,-1,417944CBYRTN
1.6,5.5,150.0,-1,7971173R3ZDS
8.0,1.3,475.0,-1,123431RFX2AG
0.1,1.4,1375.0,-1,942172PP35E1
1.6,0.2,50.0,-1,724444CY35QF
0.1,5.7,1400.0,-1,7443416HCAS0
4.5,3.3,1175.0,-1,991234EJD6ZA
8.1,3.8,1425.0,-1,497121OXTEB9
5.8,2.8,50.0,-1,427273QF96MB
1.4,7.7,1250.0,-1,741414TDMY4S
0.6,2.3,1900.0,-1,973111B6C3HR
0.1,4.4,500.0,-1,771794PLMOAJ
3.5,5.3,1300.0,-1,744417PTCHEE
5.8,1.3,575.0,-1,943441II8QH1
1.2,8.1,350.0,-1,477247JL2O4P
2.4,1.6,1125.0,-1,444474HBNNMH
6.0,7.5,1200.0,-1,4791419R21A6
8.1,0.4,975.0,-1,41444476X8QT
