Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.2,4.3,1750.0,-1,277597IV4U5F
8.1,0.8,175.0,-1,439417840DSV
7.7,8.1,1300.0,-1,4742592TL92W
6.6,0.1,2050.0,-1,27553400JJLD
1.5,8.1,150.0,-1,925447WREDAD
0.6,0.5,150.0,-1,955479TG80QQ
4.9,3.9,1325.0,-1,252417NGDYWK
2.6,8.1,1350.0,-1,549425UZ92OH
0.2,4.4,650.0,-1,257591SH86HO
4.3,0.3,725.0,-1,575275HNSCZX
0.1,0.4,1275.0,-1,743535B0MVFU
8.1,0.5,1150.0,-1,2149458EXQ3O
5.4,3.1,50.0,-1,911512O33BKP
8.0,4.5,1275.0,-1,244941W01DS7
0.3,0.8,2050.0,-1,2533474FRQC3
2.2,5.1,50.0,-1,553174U727P1
2.0,2.8,1175.0,-1,445954IMPLAH
0.1,7.1,1600.0,-1,7524424ABZH4
5.2,6.8,1350.0,-1,334411SOHM8L
3.2,1.2,75.0,-1,455957KA85AM
2.2,5.4,1300.0,-1,44979341P65E
0.1,1.8,725.0,-1,979447HH711I
0.1,7.0,650.0,-1,151257EGWZWF
5.7,1.5,1175.0,-1,5451277GK96X
0.9,3.1,150.0,-1,452299ONJF5W
7.8,3.2,50.0,-1,999247KD10NB
5.7,0.6,250.0,-1,491451MP285N
2.0,0.5,925.0,-1,755353VX89UZ
3.8,7.8,50.0,-1,775712VGKMEZ
0.1,2.6,1400.0,-1,5454447ST1AO
3.6,1.3,1175.0,-1,95451414ECEL
7.8,2.5,1275.0,-1,522731RGJCI7
