Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.0,8.0,1650.0,-1,668958I7USHI
8.1,0.2,500.0,-1,1868285U606T
0.1,2.1,200.0,-1,210220Z3RWJ4
0.4,0.1,2050.0,-1,8087803KSE3Q
8.1,7.0,1250.0,-1,768918N2F7DH
3.4,8.0,50.0,-1,525076HPLQ6H
4.0,3.0,1225.0,-1,206717NW183V
4.7,2.7,50.0,-1,882251HROB4A
0.1,3.9,1600.0,-1,161896DSX84X
0.1,6.1,450.0,-1,281722BTVSTL
8.1,2.9,1300.0,-1,559066JT8TSN
0.4,0.1,1050.0,-1,852021NHH47D
4.3,6.8,1275.0,-1,2210265NEABK
3.7,0.1,650.0,-1,660760IB0YK5
8.1,3.5,50.0,-1,6278853U47SV
2.5,4.9,50.0,-1,068288CNHX5V
6.1,0.7,1100.0,-1,265572GLVKMJ
0.1,6.0,2050.0,-1,008992WFFUBX
1.8,5.7,1325.0,-1,188752RVT3VY
6.1,4.7,1250.0,-1,881975ATQJAH
2.5,1.0,100.0,-1,889588XZCZ0X
1.5,2.4,1150.0,-1,779696YQ4RY8
5.7,0.6,300.0,-1,927212X0L3R2
1.0,8.1,175.0,-1,862699J9ZY9L
0.1,1.5,1575.0,-1,9508764MRM69
0.9,0.2,475.0,-1,952027JH5K5M
6.1,8.1,1375.0,-1,8225123C9R8H
0.3,2.6,2050.0,-1,5992278KNWGU
0.5,4.3,175.0,-1,789962O7S89S
2.6,8.1,1300.0,-1,616789MJJ099
8.1,1.1,975.0,-1,8128283W5Y4Q
3.1,1.1,1075.0,-1,529692L4EHBV
