Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.3,4.8,275.0,-1,270203S1RCRV
8.1,0.1,1075.0,-1,770007MEJFRU
6.4,8.1,1425.0,-1,030210WGNXAA
0.1,6.3,2000.0,-1,038211BFV7QK
8.1,4.3,50.0,-1,770001N6I9AE
3.8,0.2,100.0,-1,7048447NCBFG
3.1,2.3,1375.0,-1,111823S0DD5E
3.5,8.1,50.0,-1,144882MT8FL4
0.1,0.1,750.0,-1,2003889KPQQO
8.1,4.2,1375.0,-1,804472VFMA39
2.3,8.1,1275.0,-1,004127O9T08B
0.1,4.2,1250.0,-1,004220RA8XYT
7.3,0.8,225.0,-1,0807105ZPO4U
0.1,8.1,575.0,-1,4808221YJZJ9
4.4,5.4,1275.0,-1,408144KV9SAI
4.8,0.1,900.0,-1,380400FZCWR1
0.9,1.7,50.0,-1,088438LNZ8AM
6.0,2.1,1350.0,-1,34281451LN4H
0.3,1.4,1375.0,-1,278800E9PDRY
0.1,2.7,675.0,-1,028314PRU0MR
2.0,5.7,1525.0,-1,200887HTWIMN
2.5,0.9,625.0,-1,0880442SGIU8
2.5,5.7,50.0,-1,0200088LNDKS
0.1,8.1,1575.0,-1,207834WGVDJQ
8.1,6.6,1250.0,-1,100817M5Z891
5.4,1.8,50.0,-1,1182016WK223
0.1,4.1,1800.0,-1,740380B5UIRN
8.1,2.3,1100.0,-1,047080S5IEWS
1.4,7.6,150.0,-1,1200382IJ2BC
4.3,7.5,1425.0,-1,200883EPBTXB
1.8,3.6,50.0,-1,010730WNTKCT
6.4,5.6,1425.0,-1,034707LON3ZN
