Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.5,0.1,2050.0,-1,812177ICAUIH
7.7,8.1,50.0,-1,687147KMEDJ6
6.1,8.1,2050.0,-1,786478ORQRJ1
0.1,0.9,350.0,-1,8648427LDZBU
8.1,0.5,250.0,-1,788884ANA7XK
1.3,4.5,1450.0,-1,817888H5UUMG
8.1,4.1,1350.0,-1,11788265UR3Q
2.9,8.1,150.0,-1,844782V94SEP
4.5,0.5,950.0,-1,777288EEP3MR
8.1,1.3,2050.0,-1,8888480WTSAX
3.3,3.3,2050.0,-1,844777438MBR
6.5,3.3,50.0,-1,427812JCQ8SX
4.1,0.9,150.0,-1,227468D1VHHF
8.1,5.7,2050.0,-1,878128NU6X3V
0.1,2.5,950.0,-1,877868GK246V
6.9,0.9,1150.0,-1,147788NP1HNH
8.1,5.3,50.0,-1,878488J5VFAG
6.1,0.1,550.0,-1,4687788A8U1Z
8.1,7.7,550.0,-1,7682274AZOZF
8.1,3.7,1950.0,-1,667487P3HE70
8.1,7.7,1950.0,-1,727661FQUD2G
8.1,0.1,750.0,-1,128788MRMUI4
6.5,0.1,2050.0,-1,168774MFJRJE
8.1,2.1,1350.0,-1,771477SIKOJ2
2.9,0.9,1150.0,-1,772882RRRQ15
6.5,1.3,150.0,-1,788827P4ZS4I
1.7,2.5,2050.0,-1,282871EIZF9R
4.1,0.1,550.0,-1,8287886GM2J2
8.1,2.1,150.0,-1,117222RQ8836
0.9,4.5,1050.0,-1,4788829EHI8I
8.1,6.5,250.0,-1,281127XJB4WH
6.9,6.9,2050.0,-1,778277MF3FJG
