Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.5,0.5,875.0,-1,7117328WUJNP
0.1,8.1,1575.0,-1,797467MMMOUR
0.1,0.3,2050.0,-1,377709B8I97O
8.1,8.1,1200.0,-1,047206GDPXIS
2.9,5.7,50.0,-1,7433707FRL0S
0.5,0.4,525.0,-1,9737646HG8JM
2.9,3.8,1325.0,-1,177042WIK09Q
8.1,3.8,50.0,-1,2779079BJSSP
4.1,1.6,50.0,-1,7177913DGJ2B
3.9,8.0,1150.0,-1,76497484A296
0.2,8.1,550.0,-1,7724125DK0UZ
8.1,4.0,1225.0,-1,774322JLRWMD
0.1,4.2,600.0,-1,073413QV8PIB
0.1,4.7,1750.0,-1,0291192DA975
3.2,0.7,1000.0,-1,434471RYKVCS
0.4,1.7,1325.0,-1,769979AMT369
5.4,5.4,1200.0,-1,7792934WPZ5E
1.4,2.6,100.0,-1,699347UF1MTH
8.1,1.3,350.0,-1,927797F1JN4U
5.3,2.7,1150.0,-1,074772GO4H7D
2.1,6.3,1500.0,-1,677427H5SM37
2.0,8.1,75.0,-1,177770C9DI9F
8.1,1.5,1275.0,-1,372304N0ZAOP
4.6,0.1,500.0,-1,904370G3W6VE
6.2,2.5,150.0,-1,212272UPA1QW
1.2,6.1,425.0,-1,416707MCZGQQ
1.7,8.1,1175.0,-1,241267XTZQM1
2.5,0.4,300.0,-1,704473UDNDLK
6.0,7.5,1225.0,-1,316730W44ART
7.5,6.0,1100.0,-1,10999416KY8Y
1.1,0.1,1025.0,-1,72277089L0CG
0.9,0.1,1600.0,-1,977776T74OGP
