Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.3,8.1,1350.0,-1,446817TB24L4
1.3,0.5,50.0,-1,707818YQSXJ1
0.5,0.9,2050.0,-1,888817QVX5LI
7.3,2.1,1250.0,-1,476807MAZ2RO
1.3,6.1,150.0,-1,186810TUM75A
8.1,7.7,1250.0,-1,870817HVAYO1
0.1,5.7,1850.0,-1,881747ION494
0.1,2.9,850.0,-1,717487OZ41ET
3.3,4.1,1250.0,-1,488781KOA9HS
0.1,0.1,1250.0,-1,44701616VW2F
6.1,5.3,1350.0,-1,8178141625VB
0.1,6.1,850.0,-1,886188MY3T06
1.7,3.3,50.0,-1,174078TK85RF
0.1,3.3,1550.0,-1,166001JC6ISW
0.1,0.5,650.0,-1,471008Q7EUHC
5.7,7.7,1350.0,-1,067884WYCA28
2.1,6.1,1350.0,-1,748087FAL7V1
0.1,7.3,1550.0,-1,8811107A1O2J
6.9,0.5,1050.0,-1,876807MCIDO6
0.1,2.1,450.0,-1,178171HUQDOB
1.3,4.5,1350.0,-1,118661Y236VA
1.3,1.3,1150.0,-1,888768BGISDQ
2.9,6.5,50.0,-1,818876PGXAVP
0.5,4.5,750.0,-1,678411FQKO3V
0.1,7.3,1950.0,-1,01880765VEI5
1.3,2.9,1150.0,-1,187610GZ29BK
0.9,4.5,150.0,-1,778866ZM1DP6
0.1,2.1,1350.0,-1,878711QGY1P4
0.5,1.7,150.0,-1,84874843L2GY
0.5,6.1,1550.0,-1,008178DTBGKZ
1.3,0.1,350.0,-1,881480B7MOMQ
8.1,6.5,1250.0,-1,8787485KCB3Y
