Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.5,5.8,1325.0,-1,1878295C6IWQ
7.9,0.4,350.0,-1,128986T2KMEY
0.7,0.4,200.0,-1,911221OGCD8H
5.8,0.1,2000.0,-1,174796BG6MIW
7.9,5.2,1250.0,-1,797182YDG1EI
3.1,6.7,50.0,-1,981218L3VKXT
3.7,0.4,950.0,-1,811614WV7N3J
0.4,2.5,1100.0,-1,1869680Y9ZUM
0.4,4.3,275.0,-1,142798J7G5YL
7.6,1.3,1250.0,-1,614786GWJ163
4.9,1.3,125.0,-1,484417NJ4TU5
0.1,6.7,875.0,-1,248811CM3GWW
6.1,7.6,1400.0,-1,161917PZVFSD
4.0,3.1,1250.0,-1,186418LNB4YN
0.4,4.9,1700.0,-1,187861INPH5W
1.3,0.4,800.0,-1,166614F9S9FM
1.0,7.6,1400.0,-1,87786112B7F4
3.1,0.4,350.0,-1,98414904O8BT
6.7,3.4,1250.0,-1,6171886V3JI8
3.7,7.6,1325.0,-1,861288YQJLHN
0.4,6.4,350.0,-1,161226GWTF0V
0.1,4.6,950.0,-1,262871F20CXQ
5.8,0.4,1025.0,-1,768617ED91Y0
1.6,2.2,50.0,-1,679691ZC430C
1.9,4.0,1100.0,-1,4788619JI18J
0.4,3.1,650.0,-1,2848817W89TT
6.1,0.4,425.0,-1,781797UIXREX
0.4,0.7,1175.0,-1,111417FTIT56
3.1,1.6,50.0,-1,647212J1HRQD
7.3,0.4,875.0,-1,18712196TWUA
6.7,1.3,125.0,-1,197891GBNA5Z
4.3,6.1,1325.0,-1,477762N1RB5E
