Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.5,2.0,925.0,-1,903133VESA6Y
8.1,8.1,1850.0,-1,967176MOJRLM
0.2,8.1,2050.0,-1,973336ZNGL83
8.1,0.8,50.0,-1,076379LQZ45Z
2.7,8.1,50.0,-1,013071V7T5AI
7.9,2.0,1575.0,-1,393323SXE4JI
4.0,5.9,1400.0,-1,322731ITJLWN
4.1,3.0,50.0,-1,39739350M1PM
0.1,6.1,775.0,-1,131217VWIAES
5.1,0.1,1000.0,-1,1703006WV1U1
0.1,4.7,1650.0,-1,7933910ZDPYQ
0.1,0.1,1575.0,-1,161717VYHCTA
0.7,3.6,175.0,-1,326131CMI6TV
0.1,0.1,300.0,-1,073377A9P66F
7.2,5.2,1525.0,-1,917777P63TGV
4.8,2.8,1450.0,-1,31307937ZQBX
3.3,0.1,325.0,-1,396271B69O2A
8.1,0.8,850.0,-1,3333635XZGP1
3.2,8.1,1875.0,-1,332773ISGI0Y
1.3,7.1,1400.0,-1,333160UHLE5Y
2.8,0.4,1400.0,-1,37737318LS2H
5.6,8.1,1525.0,-1,113112QXHY1D
0.1,8.1,300.0,-1,007377JO7T0D
1.9,4.5,1150.0,-1,730310XTZ2MW
5.8,1.1,375.0,-1,702977VMV1JB
2.5,5.5,50.0,-1,763177S6UA4C
0.1,2.5,1400.0,-1,236603ERQERN
6.5,0.1,1500.0,-1,0671336ABKU7
0.1,0.1,975.0,-1,373210PM51X0
0.1,3.7,750.0,-1,760719TTW5BF
2.4,2.3,400.0,-1,31139720FV3U
0.3,5.9,200.0,-1,0377369S7NUC
