Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.7,3.4,875.0,-1,518526YPIMIH
7.6,0.4,425.0,-1,8827463LFQ5T
6.1,7.0,1400.0,-1,5822443FE63Q
2.5,7.3,125.0,-1,272716MMRU0O
1.0,7.3,1400.0,-1,428618E67FF9
3.4,1.0,125.0,-1,8888623KZZJV
4.3,1.3,1175.0,-1,755182GO6YAU
7.0,3.7,1250.0,-1,154812HFBMUD
0.1,1.0,275.0,-1,472652TX9SRG
0.4,5.5,275.0,-1,4468659KE275
1.6,0.7,1025.0,-1,587728LHNW70
0.7,4.6,1550.0,-1,6582783SSALQ
3.4,6.4,1325.0,-1,747876H1F5T3
6.7,0.7,1100.0,-1,877157QWIIXE
2.5,4.3,1175.0,-1,442217G3JWAF
0.7,3.1,200.0,-1,1222884D62ZP
4.9,4.9,1400.0,-1,425466C4ADBW
0.1,5.2,950.0,-1,478187R1N71K
6.4,1.3,125.0,-1,748467X5NUKA
0.1,0.4,725.0,-1,672868M6BYBY
0.4,2.8,1250.0,-1,868477YDMMLY
1.9,0.4,200.0,-1,224767D58IZX
1.9,2.2,1175.0,-1,6212877VL9LR
6.4,5.5,1325.0,-1,7824518ME68B
3.7,3.4,1250.0,-1,822521WW1IXH
1.0,7.3,200.0,-1,8777411176ML
0.1,2.2,500.0,-1,571148MWQB1L
1.6,6.1,125.0,-1,12728720JAG1
5.8,3.1,1250.0,-1,85617843ONXQ
7.6,4.9,1250.0,-1,287414XWBPWS
1.0,1.3,50.0,-1,158747KYHA01
0.4,5.8,1625.0,-1,751824CRT1XF
