Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.0,1.3,650.0,-1,177221YGR5WW
8.1,8.1,1325.0,-1,777787IMK018
0.1,7.8,2050.0,-1,074187SW5WEG
8.1,2.4,50.0,-1,772228QAUB9A
2.6,8.1,50.0,-1,717244AOSDX0
5.8,2.8,1375.0,-1,774427UAMIKS
0.2,3.3,1700.0,-1,077224GIPS3L
3.6,6.9,1300.0,-1,120078TWT7WW
0.1,5.6,675.0,-1,702474AHQ7BQ
5.1,0.1,550.0,-1,1074874FOKL8
8.1,0.1,1100.0,-1,471101GSBAI0
2.2,3.9,50.0,-1,240278LJN49K
2.7,1.9,1325.0,-1,2788779YU34F
8.1,4.9,1200.0,-1,887218RELD5L
2.8,0.6,50.0,-1,877242G52GV5
0.7,6.1,1425.0,-1,177712XC8JT1
5.3,2.1,50.0,-1,1128747EIORI
0.1,8.1,350.0,-1,402177VBT27E
0.1,3.3,1025.0,-1,777477ISNLVG
7.7,0.3,450.0,-1,847224STVLFX
2.8,4.5,1475.0,-1,2721219Z1P3O
6.1,6.4,1400.0,-1,141201VBW3HS
0.5,2.0,50.0,-1,72177061TTXL
4.8,0.7,1150.0,-1,074174WC6DBM
1.2,6.1,125.0,-1,771110B3ISHM
8.1,2.5,1150.0,-1,218771RS00NE
0.1,5.4,2000.0,-1,077711NSFZDX
1.9,8.1,1600.0,-1,17210179DVA9
2.9,0.1,825.0,-1,174022LLRIAX
0.7,3.5,475.0,-1,107107LCQ8UD
0.5,1.2,1200.0,-1,2471712EHP2G
4.8,4.7,1300.0,-1,710717R90WH7
