Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,2.8,1025.0,-1,391111RS1JHC
8.1,8.1,1350.0,-1,141614XROFO5
7.3,1.7,75.0,-1,111667WQMNEX
3.1,8.1,50.0,-1,217267VU52GB
5.6,2.9,1425.0,-1,447147AG9B2E
2.6,7.3,1350.0,-1,794277NB6KTJ
2.8,3.3,50.0,-1,672464BHYZRC
3.5,0.1,775.0,-1,211141W6CD7B
0.2,6.4,600.0,-1,773994LWQYM4
8.1,1.0,950.0,-1,1332266M8JMU
0.1,5.3,1575.0,-1,437167T0BOC8
8.1,4.8,1200.0,-1,966726FK2IV2
2.8,4.2,1250.0,-1,16711766OD6U
5.5,6.2,1450.0,-1,1479148ORETO
1.0,1.2,400.0,-1,247173VOY1H3
4.5,0.9,125.0,-1,239112GHZY5R
2.3,1.5,1300.0,-1,742423JJJU32
0.2,3.8,375.0,-1,173637RLR6Z2
2.3,8.1,700.0,-1,144661SK2L2T
1.7,5.8,50.0,-1,3477996JA8RA
0.1,7.7,1175.0,-1,743321IYJHZR
6.0,0.2,625.0,-1,116142EG7HZ1
4.8,8.1,1075.0,-1,77277206P0P4
5.1,0.8,1175.0,-1,1447136M67E3
0.7,0.5,950.0,-1,274141J3U3ES
0.8,5.0,1025.0,-1,141921A8JHUG
7.7,2.7,1300.0,-1,717443K4K4UW
1.2,3.2,1450.0,-1,646394K9XX3X
8.1,2.2,525.0,-1,147436MAUU2Y
3.0,1.5,425.0,-1,217477SYN23F
8.1,3.5,50.0,-1,1464770Y5RGH
4.5,4.5,1475.0,-1,171913OTXH2P
