Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.2,6.3,1575.0,-1,991774ZP3I2L
8.1,0.3,550.0,-1,441193RQO9G0
8.1,8.1,1225.0,-1,9114798GLIB2
0.9,1.7,75.0,-1,3394913B4Y70
3.0,8.1,100.0,-1,777417E34GT6
0.6,0.1,2050.0,-1,979439Y76MA6
5.0,3.5,1375.0,-1,917342N5KM6G
0.9,2.4,1150.0,-1,479337L0D9IU
5.1,2.5,50.0,-1,744992HKLVBE
4.0,8.1,1475.0,-1,929939YATI3C
0.1,5.6,500.0,-1,432934ZK41OU
4.1,0.2,850.0,-1,443444YGYIYC
8.1,1.9,1325.0,-1,913224AR0W2T
0.1,3.5,2050.0,-1,222479XK0KN7
7.8,5.0,1275.0,-1,277779YL3X2G
8.1,3.1,50.0,-1,2774499DF2MC
2.8,5.5,1250.0,-1,424929KBQJMX
2.3,5.3,50.0,-1,741177MRHLAB
1.4,0.4,675.0,-1,449424GMQ4FS
0.4,8.1,275.0,-1,939349J2NRNG
3.3,0.7,225.0,-1,719394ZCLIQ0
5.5,6.0,1450.0,-1,741494W1A7GN
1.6,8.1,1275.0,-1,429777EAUS05
6.5,0.3,1050.0,-1,719743PUJYT3
5.4,8.1,50.0,-1,9914497JD0HF
5.7,0.7,425.0,-1,244774VIN2VQ
3.3,2.1,1150.0,-1,744272FJ2586
0.1,3.3,425.0,-1,7444744ANKMW
0.2,4.0,1500.0,-1,913424NIA9X3
0.1,1.9,1675.0,-1,414943V6G4IK
6.2,8.1,1475.0,-1,999243OB8EF3
5.2,1.6,1250.0,-1,9774348WQSK6
