Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.6,3.3,300.0,-1,515418WS3H7F
0.1,0.1,2050.0,-1,554558D8O24G
0.1,8.1,525.0,-1,874266RTRPIB
0.6,0.8,175.0,-1,655515RAKPBP
5.9,8.1,1550.0,-1,2575268LXOUQ
3.4,3.2,1225.0,-1,276555ZJKV2Q
8.1,1.1,1500.0,-1,666658P5H6ZJ
0.2,8.1,1775.0,-1,175754UIIAPK
3.2,4.9,50.0,-1,447454IJYXI6
0.1,4.0,1775.0,-1,567447NRRH3S
0.1,4.2,725.0,-1,7555548TFQ95
4.4,0.9,450.0,-1,285146JCZG41
8.1,5.0,1275.0,-1,6151453NVKED
1.1,0.1,1125.0,-1,488755LXUIGY
2.9,6.5,1450.0,-1,855875VZF5X8
2.8,8.1,75.0,-1,845485L2D8BU
8.1,8.0,975.0,-1,445245FO3PWP
8.1,0.7,725.0,-1,8455727LW0NO
5.7,1.5,1075.0,-1,255454VRRAI5
5.4,5.1,1500.0,-1,514656OSNM40
5.1,3.0,50.0,-1,5265448CF97U
1.8,6.1,500.0,-1,5458429NUJ3X
1.7,3.1,300.0,-1,116586V4DB90
0.8,1.7,1600.0,-1,518245R2CR4V
0.4,6.0,1425.0,-1,245244VFL6X3
6.8,3.1,1450.0,-1,275171CMGR0N
2.2,0.2,600.0,-1,548441AAFSKS
2.8,1.3,50.0,-1,578654XULVRN
3.5,1.3,950.0,-1,1885160DLF0B
1.4,4.0,1325.0,-1,5565528F7QJT
6.3,1.9,550.0,-1,4445655FHFBD
0.1,2.2,550.0,-1,455514ZHXECV
