Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.0,2.6,1175.0,-1,445555FMP3AE
8.1,7.9,1275.0,-1,56446533E0YB
8.1,0.8,225.0,-1,645754ZYKP3N
7.1,0.1,2050.0,-1,443653REHIZD
2.6,8.1,125.0,-1,434251WFTDZR
0.1,8.1,1550.0,-1,3265154541SP
3.1,1.5,50.0,-1,66412680H76U
5.8,3.6,1275.0,-1,746611FZ83QA
0.2,0.3,2050.0,-1,1454310Z4XIY
0.3,4.6,250.0,-1,525627559VCC
4.0,7.3,1325.0,-1,643427U7PFYA
4.1,0.3,950.0,-1,774554B0T6KP
8.0,0.6,1150.0,-1,536574T5IS72
0.1,0.6,475.0,-1,5457652HGBN9
0.1,4.8,1775.0,-1,131741H7K5AT
6.0,3.3,50.0,-1,417355CNE2SO
0.1,6.9,800.0,-1,116457O1YNK1
3.0,4.6,1275.0,-1,5554659JVPQF
5.4,0.4,325.0,-1,425531CMS1R6
0.1,0.1,1250.0,-1,5544155EM26E
7.9,5.2,1300.0,-1,764345QRGL28
2.4,5.6,50.0,-1,456335OYAPRE
0.2,4.5,850.0,-1,534465BW59GN
0.9,2.3,125.0,-1,541537NEE5C3
1.4,6.2,1425.0,-1,354574JAR6J6
0.3,8.1,300.0,-1,647445LN7VDN
8.0,2.9,1250.0,-1,6562472G1OF0
6.2,6.7,1375.0,-1,635535LNMQK1
1.9,0.4,825.0,-1,53626165K0QU
3.8,2.5,1225.0,-1,6464551EIQ56
5.9,1.4,1175.0,-1,545565A1VD1U
8.1,2.9,100.0,-1,315741I9I3FE
