Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.2,4.5,150.0,-1,5278884KHI9U
8.1,0.1,1175.0,-1,888878HBN5NG
0.1,0.4,2050.0,-1,981908RWFKTG
6.7,8.1,1350.0,-1,100555K9F1KO
0.1,7.6,2050.0,-1,880898P7UEYO
8.0,3.6,50.0,-1,757939QA11CL
3.8,3.4,1300.0,-1,3000307NSONN
0.1,0.1,750.0,-1,520957JCZ569
4.6,0.4,325.0,-1,900391EYSLY8
3.5,8.1,50.0,-1,130100ALL0XN
8.1,4.2,1325.0,-1,930558N2X7D8
2.7,7.8,1275.0,-1,219508Y9685K
0.1,4.0,1625.0,-1,8121988LLG4N
0.1,8.0,500.0,-1,807075VP5LER
1.5,1.2,50.0,-1,008382QDBUXV
7.8,0.7,375.0,-1,917272C0U46H
3.1,0.6,1000.0,-1,821918KGKHSZ
0.8,1.4,1375.0,-1,088389356L67
4.9,6.0,1250.0,-1,0781936WJT2B
5.7,1.5,1100.0,-1,000992GUZDQB
5.6,2.6,50.0,-1,830028ABS5DO
2.0,5.3,1300.0,-1,380895ZD9VBO
1.5,6.9,100.0,-1,833778M4SMML
0.1,2.6,350.0,-1,8289953T7S8X
0.8,7.0,1525.0,-1,872978Z4LQWA
8.1,6.4,1200.0,-1,5903779OS6WM
2.2,0.1,500.0,-1,898890MP9067
3.4,2.4,50.0,-1,9810015CBZSQ
6.0,3.5,1325.0,-1,309000P2EHN6
0.2,5.4,2050.0,-1,288117T1JGB9
0.1,2.6,2050.0,-1,759913BFERO5
1.7,3.2,1175.0,-1,007082NHUYTH
