Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.0,8.0,1200.0,-1,432442DQBL9M
5.0,0.1,50.0,-1,742441C17UKH
0.1,8.1,275.0,-1,370447Y6YU07
2.4,3.5,1275.0,-1,3342214DHL75
8.1,2.3,1125.0,-1,424327DX01TY
0.1,8.1,1725.0,-1,104371U471ET
2.0,3.8,75.0,-1,740444ZD6WCV
3.4,7.1,1350.0,-1,2404241PBMIK
0.1,6.0,1000.0,-1,844272O9NER0
4.8,1.4,875.0,-1,074222Q91DFF
8.1,1.3,300.0,-1,470874OK6TSJ
5.9,4.8,1300.0,-1,024124KWSKPL
2.5,6.7,50.0,-1,204488O7AVG0
2.2,2.1,650.0,-1,0401444Z91GT
0.9,4.2,625.0,-1,474484UUFBFZ
8.1,5.8,1175.0,-1,224112XC55MT
1.5,5.6,1500.0,-1,824222II0YYX
3.1,1.6,100.0,-1,221227BNDEIZ
1.2,6.4,500.0,-1,741234CAWUUO
7.0,1.0,775.0,-1,003214972JCY
4.5,3.3,1125.0,-1,444274LB30VW
3.8,5.0,1425.0,-1,324304R199DL
5.5,6.8,1400.0,-1,440340O1CC6X
1.5,7.9,1350.0,-1,443843VZZNUG
0.1,7.9,800.0,-1,822021T3WC3G
5.7,1.3,400.0,-1,487402BPJFH2
6.3,2.7,975.0,-1,102732EJJD0O
0.6,4.2,1125.0,-1,414473WZYFVX
7.7,4.0,1325.0,-1,143843MLAKJH
7.0,0.1,50.0,-1,80203755X66N
3.8,1.0,500.0,-1,103304MAZPF5
0.1,6.7,1425.0,-1,404211U1QVTL
