Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,4.6,1225.0,-1,112241Y79QU9
8.1,0.6,150.0,-1,142213ES7OYX
8.1,8.1,1275.0,-1,274211RXD7XS
1.0,0.1,50.0,-1,414772KPJ0H5
3.8,8.1,50.0,-1,431221TR0E0Z
0.3,0.1,2050.0,-1,421141ZGS6FM
6.4,3.0,1275.0,-1,821237RCJZAH
0.2,8.1,2025.0,-1,182442BV8QDS
4.3,3.4,50.0,-1,1122320QMGLP
0.3,5.3,150.0,-1,277322FXQ6NS
3.8,8.1,1400.0,-1,8142243CP7PL
3.0,0.6,1000.0,-1,214173G2OKLA
0.1,7.7,850.0,-1,237173687WW6
0.1,4.6,2050.0,-1,777337L73UMJ
0.1,2.5,600.0,-1,272274PD3BO9
8.1,0.4,975.0,-1,282271KQEUMN
4.9,0.3,325.0,-1,228812DFDFX4
0.1,1.7,1375.0,-1,222113TJER8C
4.2,5.1,1400.0,-1,2712413J8TCM
7.4,3.5,50.0,-1,13728805ZXS9
8.0,5.3,1150.0,-1,328322TRT4MJ
0.8,8.1,150.0,-1,124841SHZY3E
1.7,2.7,50.0,-1,227217ACXAS2
1.3,7.2,1450.0,-1,272322IDQ2ZX
0.5,0.1,850.0,-1,1122240KQFR8
5.6,0.7,1075.0,-1,823422ZPYSNQ
3.2,2.8,1300.0,-1,212412NNXIOR
6.0,6.8,1350.0,-1,112212QTPTGW
2.7,5.9,50.0,-1,271434BJNS2D
0.4,5.4,725.0,-1,124711IKS1E7
2.6,0.2,450.0,-1,173321X7T3P4
8.1,1.7,1450.0,-1,312222X6MNG7
