Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.5,7.3,50.0,-1,144488YJASW6
0.1,0.1,2050.0,-1,0760841CZK2N
8.1,3.7,2050.0,-1,841888T3KCPZ
0.1,8.1,1450.0,-1,787484F4F9ZW
2.1,0.1,50.0,-1,718846WIVAPC
8.1,0.1,650.0,-1,661644VBWCQD
0.5,6.1,50.0,-1,044746TSPC90
3.7,3.7,1150.0,-1,8468846M0FWX
4.9,8.1,2050.0,-1,4187785QWQUF
4.9,0.1,1950.0,-1,460878RF5WJD
8.1,8.1,1150.0,-1,841474GKD5Z4
1.3,4.5,2050.0,-1,408084XCP7VZ
5.7,2.9,50.0,-1,788118AV8R3G
3.7,8.1,850.0,-1,680746OR56GA
0.1,1.3,950.0,-1,486877QCHMR7
7.7,4.1,950.0,-1,178168KYKSW1
4.1,0.1,850.0,-1,841447ARFYX5
0.1,4.9,950.0,-1,044086DOD7M2
8.1,0.5,1550.0,-1,747188ARNYRR
2.5,3.3,350.0,-1,414778LTNB6F
4.9,4.5,1950.0,-1,488886J5ZCNR
8.1,7.3,1950.0,-1,180414WYR2WV
2.9,6.5,1550.0,-1,878811BHZ1PK
3.3,7.7,50.0,-1,606817MQR5FB
0.1,8.1,650.0,-1,748174Y20MJ9
2.5,1.3,1550.0,-1,717717DQOCUV
4.9,5.3,550.0,-1,8448810LZIGG
5.7,6.1,1250.0,-1,818887ZMN0UT
8.1,4.9,250.0,-1,877080AZI6ZR
6.5,0.1,50.0,-1,747644NJNZOA
6.1,2.5,1450.0,-1,481444VHPF7K
0.1,2.9,1550.0,-1,867881GIF9R1
