Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.6,1.4,150.0,-1,207442P2BBK2
8.1,8.1,1250.0,-1,446314D02BF5
0.1,5.8,2025.0,-1,606608MRHARA
8.1,0.2,825.0,-1,401146ZODVF7
2.6,8.1,150.0,-1,241411UB0YFE
4.3,3.7,1300.0,-1,467484533K2B
8.1,4.7,50.0,-1,624486P27K8U
0.1,5.2,850.0,-1,0143145N093H
3.0,8.1,1350.0,-1,764474ZBA7K6
0.1,0.9,1275.0,-1,404186PC2086
5.0,1.5,100.0,-1,272820MJDTV0
8.1,4.2,1275.0,-1,361141QI8O6V
3.6,0.3,925.0,-1,422704351URG
2.1,4.6,50.0,-1,324004DVQ4WQ
8.1,1.6,125.0,-1,707843B033JK
0.1,7.4,1375.0,-1,8004434ARHY9
0.4,3.7,1500.0,-1,0746345UTMB1
6.0,6.2,1350.0,-1,8144364NQPF4
0.1,7.7,475.0,-1,1440049A2MI0
6.0,1.5,1175.0,-1,442176FMQSTP
2.3,5.5,1300.0,-1,271024CZP812
2.2,2.3,1150.0,-1,448437T0KRCI
2.8,0.3,325.0,-1,44462468B3J6
0.1,2.9,625.0,-1,718406U7R146
5.8,0.4,625.0,-1,047441DDE3G8
0.8,0.4,700.0,-1,416040GJYPIS
8.1,1.2,1350.0,-1,274460WBEPV9
6.4,3.2,50.0,-1,410068AHZODF
0.4,5.6,300.0,-1,034467XTXDH0
5.1,8.1,1375.0,-1,384872F2DLHD
6.3,3.5,1225.0,-1,421162I0LXFF
4.0,1.7,1250.0,-1,434446UJQ2NT
