Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.5,1.3,1150.0,-1,804851FLWB12
8.1,8.1,1250.0,-1,877888DE1CQY
8.1,0.5,350.0,-1,464717SOXPXB
1.7,8.1,150.0,-1,047806PMPHGJ
0.1,7.7,1950.0,-1,700860CWZS9T
5.3,3.7,1250.0,-1,884870YE1X0Z
3.3,1.7,50.0,-1,868770QORPV4
3.3,8.1,1250.0,-1,8845678N7PY0
0.1,4.9,650.0,-1,067777ATQA0D
0.5,0.1,2050.0,-1,8807588PGYM4
4.9,0.1,850.0,-1,4648613AF38J
6.5,3.7,50.0,-1,81467172T4PI
8.1,1.3,1250.0,-1,500778QXWSHK
0.1,4.5,1550.0,-1,708555HSDZMB
0.1,1.3,250.0,-1,87485087XOPY
2.1,4.9,50.0,-1,588645B9H7AG
8.1,4.9,1350.0,-1,7588048F5YVF
5.7,6.5,1350.0,-1,788747ZRGLWE
2.5,3.3,1250.0,-1,840887MSGHDX
2.1,5.7,1350.0,-1,6787060XL19L
5.7,0.9,250.0,-1,761880YY69HB
2.9,0.9,1050.0,-1,7884784ZIUS2
0.9,8.1,1450.0,-1,577418S07T4C
0.1,6.9,450.0,-1,746078LJRUYT
0.1,5.3,2050.0,-1,180880MMV5JD
7.3,0.1,850.0,-1,751887HJH0YF
2.1,0.5,350.0,-1,7778811ISEQS
5.7,1.7,1150.0,-1,758805HBV5WF
3.7,7.7,50.0,-1,81856800YVRF
0.5,3.3,250.0,-1,705476CRW3JT
8.1,2.5,150.0,-1,7878858YDFZ7
7.3,3.3,1250.0,-1,417708E0LB7Y
