Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.2,7.7,150.0,-1,772545I0J984
8.0,0.1,2050.0,-1,541001KQMLD7
0.1,0.2,1200.0,-1,775407NOV25H
6.8,0.5,50.0,-1,740112KCLOWH
8.1,7.3,1375.0,-1,607155TA36ZC
0.1,6.5,1650.0,-1,456215JLPGV6
4.3,3.5,1275.0,-1,425740P9PR6Y
1.5,2.4,50.0,-1,044445OEARFO
3.8,8.1,1275.0,-1,075566824WLH
8.1,0.6,1025.0,-1,150724LOM4OY
0.1,2.3,2050.0,-1,010500Y7G4JR
3.7,0.3,700.0,-1,570207MN7CJO
0.2,5.0,725.0,-1,142574U0BXSU
7.8,3.9,1250.0,-1,7745458LL4O1
4.6,2.6,50.0,-1,4755448Z1M8Z
1.3,3.0,1225.0,-1,1252566E6HAD
8.0,3.2,50.0,-1,61575447JTDT
0.1,0.7,500.0,-1,550567TMUKJ4
2.4,5.6,1325.0,-1,574755V2NWUA
5.8,5.8,1350.0,-1,775741RHJU6L
1.3,5.1,100.0,-1,065565RYE03Q
5.5,1.2,1125.0,-1,705252HEBZFR
0.1,7.4,500.0,-1,1770212TV2FE
6.2,0.1,625.0,-1,741272849LP5
0.2,4.1,1675.0,-1,452747LWW60T
3.1,1.5,1175.0,-1,5451246R8C2Z
3.2,0.8,150.0,-1,775724VHCPHL
1.5,8.1,1425.0,-1,745024Z7U6JJ
0.2,2.7,750.0,-1,245165E5TUN1
6.0,8.0,1325.0,-1,752757BHFVMU
0.1,0.2,2025.0,-1,60657563767R
1.7,0.4,850.0,-1,0402554BK1CC
