Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.0,0.9,1175.0,-1,424942G46W20
8.1,8.1,75.0,-1,490180A2U7KX
0.1,7.8,2050.0,-1,142007HG8EY1
0.7,7.4,200.0,-1,298488YAEN1R
8.1,1.3,125.0,-1,141240YVMISE
5.3,6.5,1350.0,-1,314791F0EZ0Q
0.9,1.7,50.0,-1,032309EZDJ1V
8.1,2.3,1300.0,-1,3907346YEOLF
4.8,3.0,2050.0,-1,070780HS346G
0.1,3.7,1650.0,-1,7034990BYKTH
4.4,0.5,300.0,-1,19742962GC2G
0.3,4.3,725.0,-1,334292D7EAN3
1.8,6.6,1375.0,-1,478992EI9VMA
0.1,0.1,775.0,-1,909448UZS31U
3.7,8.1,50.0,-1,180400142DEO
5.1,3.2,1250.0,-1,840781Y6P4WD
8.1,7.8,1225.0,-1,0891007T1HJ1
5.7,3.2,50.0,-1,7802330NJ8RR
6.3,0.4,900.0,-1,872821T1H3PC
1.8,4.6,75.0,-1,244848TC7HG7
2.5,4.0,1150.0,-1,218211ZJFLJZ
7.6,5.2,1300.0,-1,001204QE1KA6
0.1,6.9,825.0,-1,319987DY6RWM
0.6,2.2,1125.0,-1,338947F8INSY
8.1,3.9,50.0,-1,702441IOE7V1
3.6,8.1,1300.0,-1,1197789FQQ1U
0.1,8.1,1475.0,-1,392407PB8GVM
0.1,5.5,2050.0,-1,8491325E2TX6
0.1,2.2,550.0,-1,240924VXW70E
3.6,2.3,50.0,-1,984444BQW65R
6.5,0.4,375.0,-1,181313UMMXNH
1.6,0.4,425.0,-1,041833NHGP01
