Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,5.7,150.0,-1,74878751NEI7
7.3,0.5,1050.0,-1,7848773STJ76
0.1,5.3,1950.0,-1,111817153DE2
7.7,7.3,1250.0,-1,6118887AH74H
0.1,0.1,850.0,-1,117184NLJ3X0
7.3,2.9,50.0,-1,167741H8R6JG
2.9,6.9,1350.0,-1,1186484M6KZJ
2.1,0.9,50.0,-1,116877QDL6JI
2.1,3.3,1150.0,-1,788684XR8PKM
0.1,6.5,850.0,-1,188886C4FCCY
2.9,0.5,1050.0,-1,184148UQVSNH
0.1,7.7,1550.0,-1,184818MI9Z0A
5.3,5.7,1350.0,-1,471188M2TO8G
6.9,2.9,1250.0,-1,881878LK8CSQ
0.9,3.3,150.0,-1,188711QYJ6UM
0.1,2.5,850.0,-1,78716765CXJ2
4.9,1.3,1150.0,-1,446174EBOWBX
0.1,1.3,1250.0,-1,618881J6XLJX
0.9,6.1,1450.0,-1,6168181P620R
0.5,0.5,250.0,-1,848177Z7JRC5
5.3,7.3,1350.0,-1,887674IVDXKA
0.1,1.7,450.0,-1,776781NEF6FL
1.3,2.1,1150.0,-1,787861BZNF5E
0.1,7.3,550.0,-1,811816PNYS24
1.7,4.5,1250.0,-1,71111668LMC6
1.3,2.1,50.0,-1,171111FI8QG0
0.5,3.7,850.0,-1,611811LNQHB6
7.3,1.7,1250.0,-1,8116714NZISO
6.5,5.7,1350.0,-1,781611S8PD5G
0.1,6.5,1650.0,-1,881188CE0Q6U
0.9,3.3,1150.0,-1,848847L13J0X
0.5,6.5,350.0,-1,611181JRI5OV
